Hour,Storage,Fuel,Value
172,LeadAcidBattery,Power,485.76603791854933
172,LeadAcidBattery,Diesel,0.0
173,LeadAcidBattery,Power,499.55110145254935
173,LeadAcidBattery,Diesel,0.0
174,LeadAcidBattery,Power,513.6314190225494
174,LeadAcidBattery,Diesel,0.0
175,LeadAcidBattery,Power,524.6861323898294
175,LeadAcidBattery,Diesel,0.0
176,LeadAcidBattery,Power,406.54823164323295
176,LeadAcidBattery,Diesel,0.0
177,LeadAcidBattery,Power,412.1977559504729
177,LeadAcidBattery,Diesel,0.0
178,LeadAcidBattery,Power,418.43085194619294
178,LeadAcidBattery,Diesel,0.0
179,LeadAcidBattery,Power,426.8193938919329
179,LeadAcidBattery,Diesel,0.0
180,LeadAcidBattery,Power,432.3106195203929
180,LeadAcidBattery,Diesel,0.0
181,LeadAcidBattery,Power,444.3266466885929
181,LeadAcidBattery,Diesel,0.0
182,LeadAcidBattery,Power,455.19428206653294
182,LeadAcidBattery,Diesel,0.0
183,LeadAcidBattery,Power,462.7340899641329
183,LeadAcidBattery,Diesel,0.0
184,LeadAcidBattery,Power,462.7340899641329
184,LeadAcidBattery,Diesel,0.0
185,LeadAcidBattery,Power,455.7340103792844
185,LeadAcidBattery,Diesel,0.0
186,LeadAcidBattery,Power,444.6430661989814
186,LeadAcidBattery,Diesel,0.0
187,LeadAcidBattery,Power,441.506654055042
187,LeadAcidBattery,Diesel,0.0
188,LeadAcidBattery,Power,323.3687533084456
188,LeadAcidBattery,Diesel,0.0
189,LeadAcidBattery,Power,298.8081578296577
189,LeadAcidBattery,Diesel,0.0
190,LeadAcidBattery,Power,321.5970788535377
190,LeadAcidBattery,Diesel,0.0
191,LeadAcidBattery,Power,267.55662461155265
191,LeadAcidBattery,Diesel,0.0
192,LeadAcidBattery,Power,275.00139118123263
192,LeadAcidBattery,Diesel,0.0
193,LeadAcidBattery,Power,288.1194575325126
193,LeadAcidBattery,Diesel,0.0
194,LeadAcidBattery,Power,305.5536266857926
194,LeadAcidBattery,Diesel,0.0
195,LeadAcidBattery,Power,323.3716340850726
195,LeadAcidBattery,Diesel,0.0
196,LeadAcidBattery,Power,344.1405491917926
196,LeadAcidBattery,Diesel,0.0
197,LeadAcidBattery,Power,369.39747763051264
197,LeadAcidBattery,Diesel,0.0
198,LeadAcidBattery,Power,393.89538608179265
198,LeadAcidBattery,Diesel,0.0
199,LeadAcidBattery,Power,418.82923171651265
199,LeadAcidBattery,Diesel,0.0
200,LeadAcidBattery,Power,401.7567219108912
200,LeadAcidBattery,Diesel,0.0
201,LeadAcidBattery,Power,421.23326622669117
201,LeadAcidBattery,Diesel,0.0
202,LeadAcidBattery,Power,445.59221959797117
202,LeadAcidBattery,Diesel,0.0
203,LeadAcidBattery,Power,467.8078662507312
203,LeadAcidBattery,Diesel,0.0
204,LeadAcidBattery,Power,486.4858196936712
204,LeadAcidBattery,Diesel,0.0
205,LeadAcidBattery,Power,505.9308346590912
205,LeadAcidBattery,Diesel,0.0
206,LeadAcidBattery,Power,479.229561515591
206,LeadAcidBattery,Diesel,0.0
207,LeadAcidBattery,Power,496.888511467091
207,LeadAcidBattery,Diesel,0.0
208,LeadAcidBattery,Power,512.966114124251
208,LeadAcidBattery,Diesel,0.0
209,LeadAcidBattery,Power,526.476350423591
209,LeadAcidBattery,Diesel,0.0
210,LeadAcidBattery,Power,408.3384496769946
210,LeadAcidBattery,Diesel,0.0
