Hour,Technology,Fuel,Value
53,WindOnshore,Heat,0.0
53,WindOnshore,Diesel,0.0
53,ElectricHeater,Power,0.0
53,ElectricHeater,Heat,0.00485
53,ElectricHeater,Diesel,0.0
53,HydroPower,Power,0.06525547086861815
53,HydroPower,Heat,0.0
53,HydroPower,Diesel,0.0
53,DieselGenerator,Power,0.0
53,DieselGenerator,Heat,0.0
53,DieselGenerator,Diesel,0.0
54,SolarPV,Power,0.0
54,SolarPV,Heat,0.0
54,SolarPV,Diesel,0.0
54,WindOnshore,Power,0.006820438149882006
54,WindOnshore,Heat,0.0
54,WindOnshore,Diesel,0.0
54,ElectricHeater,Power,0.0
54,ElectricHeater,Heat,0.00485
54,ElectricHeater,Diesel,0.0
54,HydroPower,Power,0.23287532107168893
54,HydroPower,Heat,0.0
54,HydroPower,Diesel,0.0
54,DieselGenerator,Power,0.0
54,DieselGenerator,Heat,0.0
54,DieselGenerator,Diesel,0.0
55,SolarPV,Power,0.0
55,SolarPV,Heat,0.0
55,SolarPV,Diesel,0.0
55,WindOnshore,Power,0.022189986474767557
55,WindOnshore,Heat,0.0
55,WindOnshore,Diesel,0.0
55,ElectricHeater,Power,0.0
55,ElectricHeater,Heat,0.00485
55,ElectricHeater,Diesel,0.0
55,HydroPower,Power,0.1759608136985704
55,HydroPower,Heat,0.0
55,HydroPower,Diesel,0.0
55,DieselGenerator,Power,0.0
55,DieselGenerator,Heat,0.0
55,DieselGenerator,Diesel,0.0
56,SolarPV,Power,0.0
56,SolarPV,Heat,0.0
56,SolarPV,Diesel,0.0
56,WindOnshore,Power,0.024028622546435435
56,WindOnshore,Heat,0.0
56,WindOnshore,Diesel,0.0
56,ElectricHeater,Power,0.0
56,ElectricHeater,Heat,0.00485
56,ElectricHeater,Diesel,0.0
56,HydroPower,Power,0.19937537339725106
56,HydroPower,Heat,0.0
56,HydroPower,Diesel,0.0
56,DieselGenerator,Power,0.0
56,DieselGenerator,Heat,0.0
56,DieselGenerator,Diesel,0.0
57,SolarPV,Power,0.0
57,SolarPV,Heat,0.0
57,SolarPV,Diesel,0.0
57,WindOnshore,Power,0.05662674516447125
57,WindOnshore,Heat,0.0
57,WindOnshore,Diesel,0.0
57,ElectricHeater,Power,0.0
57,ElectricHeater,Heat,0.00695
57,ElectricHeater,Diesel,0.0
57,HydroPower,Power,0.22885708562560317
57,HydroPower,Heat,0.0
57,HydroPower,Diesel,0.0
57,DieselGenerator,Power,0.0
57,DieselGenerator,Heat,0.0
57,DieselGenerator,Diesel,0.0
58,SolarPV,Power,0.0
58,SolarPV,Heat,0.0
58,SolarPV,Diesel,0.0
58,WindOnshore,Power,0.04769811323472223
58,WindOnshore,Heat,0.0
58,WindOnshore,Diesel,0.0
58,ElectricHeater,Power,0.0
58,ElectricHeater,Heat,0.00695
58,ElectricHeater,Diesel,0.0
58,HydroPower,Power,0.27014302876852847
58,HydroPower,Heat,0.0
58,HydroPower,Diesel,0.0
58,DieselGenerator,Power,0.0
58,DieselGenerator,Heat,0.0
58,DieselGenerator,Diesel,0.0
59,SolarPV,Power,0.0
59,SolarPV,Heat,0.0
59,SolarPV,Diesel,0.0
59,WindOnshore,Power,0.06355828090553174
59,WindOnshore,Heat,0.0
59,WindOnshore,Diesel,0.0
59,ElectricHeater,Power,0.0
59,ElectricHeater,Heat,0.00695
59,ElectricHeater,Diesel,0.0
59,HydroPower,Power,0.19183779927902472
59,HydroPower,Heat,0.0
59,HydroPower,Diesel,0.0
59,DieselGenerator,Power,0.0
59,DieselGenerator,Heat,0.0
59,DieselGenerator,Diesel,0.0
60,SolarPV,Power,0.0
60,SolarPV,Heat,0.0
60,SolarPV,Diesel,0.0
60,WindOnshore,Power,0.03514105573977844
60,WindOnshore,Heat,0.0
60,WindOnshore,Diesel,0.0
60,ElectricHeater,Power,0.0
60,ElectricHeater,Heat,0.005599999999999999
60,ElectricHeater,Diesel,0.0
60,HydroPower,Power,0.13292978829175808
60,HydroPower,Heat,0.0
60,HydroPower,Diesel,0.0
60,DieselGenerator,Power,0.0
60,DieselGenerator,Heat,0.0
60,DieselGenerator,Diesel,0.0
61,SolarPV,Power,0.0
61,SolarPV,Heat,0.0
61,SolarPV,Diesel,0.0
61,WindOnshore,Power,0.04188826333039375
61,WindOnshore,Heat,0.0
61,WindOnshore,Diesel,0.0
61,ElectricHeater,Power,0.0
61,ElectricHeater,Heat,0.00585
61,ElectricHeater,Diesel,0.0
61,HydroPower,Power,0.2327622125958911
61,HydroPower,Heat,0.0
61,HydroPower,Diesel,0.0
61,DieselGenerator,Power,0.0
61,DieselGenerator,Heat,0.0
61,DieselGenerator,Diesel,0.0
62,SolarPV,Power,0.0
62,SolarPV,Heat,0.0
62,SolarPV,Diesel,0.0
62,WindOnshore,Power,0.03576133397356161
62,WindOnshore,Heat,0.0
62,WindOnshore,Diesel,0.0
62,ElectricHeater,Power,0.0
62,ElectricHeater,Heat,0.00585
62,ElectricHeater,Diesel,0.0
62,HydroPower,Power,0.02108078239241791
62,HydroPower,Heat,0.0
62,HydroPower,Diesel,0.0
62,DieselGenerator,Power,0.0
62,DieselGenerator,Heat,0.0
62,DieselGenerator,Diesel,0.0
63,SolarPV,Power,0.0
63,SolarPV,Heat,0.0
63,SolarPV,Diesel,0.0
63,WindOnshore,Power,0.027200173713933143
63,WindOnshore,Heat,0.0
63,WindOnshore,Diesel,0.0
63,ElectricHeater,Power,0.0
63,ElectricHeater,Heat,0.00585
63,ElectricHeater,Diesel,0.0
63,HydroPower,Power,0.267342916778479
63,HydroPower,Heat,0.0
63,HydroPower,Diesel,0.0
63,DieselGenerator,Power,0.0
63,DieselGenerator,Heat,0.0
63,DieselGenerator,Diesel,0.0
64,SolarPV,Power,0.0
64,SolarPV,Heat,0.0
64,SolarPV,Diesel,0.0
64,WindOnshore,Power,0.021718990449563748
64,WindOnshore,Heat,0.0
64,WindOnshore,Diesel,0.0
64,ElectricHeater,Power,0.0
64,ElectricHeater,Heat,0.005599999999999999
64,ElectricHeater,Diesel,0.0
64,HydroPower,Power,0.054559840635281596
64,HydroPower,Heat,0.0
64,HydroPower,Diesel,0.0
64,DieselGenerator,Power,0.0
64,DieselGenerator,Heat,0.0
64,DieselGenerator,Diesel,0.0
65,SolarPV,Power,0.0
65,SolarPV,Heat,0.0
65,SolarPV,Diesel,0.0
65,WindOnshore,Power,0.023171785411258427
65,WindOnshore,Heat,0.0
65,WindOnshore,Diesel,0.0
65,ElectricHeater,Power,0.0
65,ElectricHeater,Heat,0.005599999999999999
65,ElectricHeater,Diesel,0.0
65,HydroPower,Power,0.2810333566544117
65,HydroPower,Heat,0.0
65,HydroPower,Diesel,0.0
65,DieselGenerator,Power,0.0
65,DieselGenerator,Heat,0.0
65,DieselGenerator,Diesel,0.0
66,SolarPV,Power,0.0
66,SolarPV,Heat,0.0
66,SolarPV,Diesel,0.0
66,WindOnshore,Power,0.024599852411833874
66,WindOnshore,Heat,0.0
66,WindOnshore,Diesel,0.0
66,ElectricHeater,Power,0.0
66,ElectricHeater,Heat,0.00485
66,ElectricHeater,Diesel,0.0
66,HydroPower,Power,0.29823056769409084
66,HydroPower,Heat,0.0
66,HydroPower,Diesel,0.0
66,DieselGenerator,Power,0.0
66,DieselGenerator,Heat,0.0
66,DieselGenerator,Diesel,0.0
67,SolarPV,Power,0.0
67,SolarPV,Heat,0.0
67,SolarPV,Diesel,0.0
67,WindOnshore,Power,0.015707462974819265
67,WindOnshore,Heat,0.0
67,WindOnshore,Diesel,0.0
67,ElectricHeater,Power,0.0
67,ElectricHeater,Heat,0.00485
67,ElectricHeater,Diesel,0.0
67,HydroPower,Power,0.1435313167552821
67,HydroPower,Heat,0.0
67,HydroPower,Diesel,0.0
67,DieselGenerator,Power,0.0
67,DieselGenerator,Heat,0.0
67,DieselGenerator,Diesel,0.0
68,SolarPV,Power,0.0
68,SolarPV,Heat,0.0
68,SolarPV,Diesel,0.0
68,WindOnshore,Power,0.010595483200636874
68,WindOnshore,Heat,0.0
68,WindOnshore,Diesel,0.0
68,ElectricHeater,Power,0.0
68,ElectricHeater,Heat,0.00485
68,ElectricHeater,Diesel,0.0
68,HydroPower,Power,0.25397969274938254
68,HydroPower,Heat,0.0
68,HydroPower,Diesel,0.0
68,DieselGenerator,Power,0.0
68,DieselGenerator,Heat,0.0
68,DieselGenerator,Diesel,0.0
69,SolarPV,Power,0.0
69,SolarPV,Heat,0.0
69,SolarPV,Diesel,0.0
69,WindOnshore,Power,0.007333070796332677
69,WindOnshore,Heat,0.0
69,WindOnshore,Diesel,0.0
69,ElectricHeater,Power,0.0
69,ElectricHeater,Heat,0.00485
69,ElectricHeater,Diesel,0.0
69,HydroPower,Power,0.06304975671295783
69,HydroPower,Heat,0.0
69,HydroPower,Diesel,0.0
69,DieselGenerator,Power,0.0
69,DieselGenerator,Heat,0.0
69,DieselGenerator,Diesel,0.0
70,SolarPV,Power,0.0
70,SolarPV,Heat,0.0
70,SolarPV,Diesel,0.0
70,WindOnshore,Power,0.008064169620903502
70,WindOnshore,Heat,0.0
70,WindOnshore,Diesel,0.0
70,ElectricHeater,Power,0.0
70,ElectricHeater,Heat,0.00485
70,ElectricHeater,Diesel,0.0
70,HydroPower,Power,0.1057301135257746
70,HydroPower,Heat,0.0
70,HydroPower,Diesel,0.0
70,DieselGenerator,Power,0.0
70,DieselGenerator,Heat,0.0
70,DieselGenerator,Diesel,0.0
71,SolarPV,Power,0.0
71,SolarPV,Heat,0.0
71,SolarPV,Diesel,0.0
71,WindOnshore,Power,0.008293518281591325
71,WindOnshore,Heat,0.0
71,WindOnshore,Diesel,0.0
71,ElectricHeater,Power,0.0
71,ElectricHeater,Heat,0.00485
71,ElectricHeater,Diesel,0.0
71,HydroPower,Power,0.07125109362976388
71,HydroPower,Heat,0.0
71,HydroPower,Diesel,0.0
71,DieselGenerator,Power,0.0
71,DieselGenerator,Heat,0.0
71,DieselGenerator,Diesel,0.0
72,SolarPV,Power,0.0
72,SolarPV,Heat,0.0
72,SolarPV,Diesel,0.0
72,WindOnshore,Power,0.019387261895285727
72,WindOnshore,Heat,0.0
72,WindOnshore,Diesel,0.0
72,ElectricHeater,Power,0.0
72,ElectricHeater,Heat,0.00485
72,ElectricHeater,Diesel,0.0
72,HydroPower,Power,0.21978300757101918
72,HydroPower,Heat,0.0
72,HydroPower,Diesel,0.0
72,DieselGenerator,Power,0.0
72,DieselGenerator,Heat,0.0
72,DieselGenerator,Diesel,0.0
73,SolarPV,Power,0.0
73,SolarPV,Heat,0.0
73,SolarPV,Diesel,0.0
73,WindOnshore,Power,0.05670758443631766
73,WindOnshore,Heat,0.0
73,WindOnshore,Diesel,0.0
73,ElectricHeater,Power,0.0
73,ElectricHeater,Heat,0.00485
73,ElectricHeater,Diesel,0.0
73,HydroPower,Power,0.09941997296262772
73,HydroPower,Heat,0.0
73,HydroPower,Diesel,0.0
73,DieselGenerator,Power,0.0
73,DieselGenerator,Heat,0.0
73,DieselGenerator,Diesel,0.0
74,SolarPV,Power,0.0
74,SolarPV,Heat,0.0
74,SolarPV,Diesel,0.0
74,WindOnshore,Power,0.07217517472228063
74,WindOnshore,Heat,0.0
74,WindOnshore,Diesel,0.0
74,ElectricHeater,Power,0.0
74,ElectricHeater,Heat,0.00485
74,ElectricHeater,Diesel,0.0
74,HydroPower,Power,0.13668347648581392
74,HydroPower,Heat,0.0
74,HydroPower,Diesel,0.0
74,DieselGenerator,Power,0.0
74,DieselGenerator,Heat,0.0
74,DieselGenerator,Diesel,0.0
75,SolarPV,Power,0.0
75,SolarPV,Heat,0.0
75,SolarPV,Diesel,0.0
75,WindOnshore,Power,0.05221992891802059
75,WindOnshore,Heat,0.0
75,WindOnshore,Diesel,0.0
75,ElectricHeater,Power,0.0
75,ElectricHeater,Heat,0.00485
75,ElectricHeater,Diesel,0.0
75,HydroPower,Power,0.2755570144576286
75,HydroPower,Heat,0.0
75,HydroPower,Diesel,0.0
75,DieselGenerator,Power,0.0
75,DieselGenerator,Heat,0.0
75,DieselGenerator,Diesel,0.0
76,SolarPV,Power,0.0
76,SolarPV,Heat,0.0
76,SolarPV,Diesel,0.0
76,WindOnshore,Power,0.03236174024762875
76,WindOnshore,Heat,0.0
76,WindOnshore,Diesel,0.0
76,ElectricHeater,Power,0.0
76,ElectricHeater,Heat,0.00485
76,ElectricHeater,Diesel,0.0
76,HydroPower,Power,0.2488538174902999
76,HydroPower,Heat,0.0
76,HydroPower,Diesel,0.0
76,DieselGenerator,Power,0.0
76,DieselGenerator,Heat,0.0
76,DieselGenerator,Diesel,0.0
77,SolarPV,Power,0.0
77,SolarPV,Heat,0.0
77,SolarPV,Diesel,0.0
77,WindOnshore,Power,0.014028040540702431
77,WindOnshore,Heat,0.0
77,WindOnshore,Diesel,0.0
77,ElectricHeater,Power,0.0
77,ElectricHeater,Heat,0.00485
77,ElectricHeater,Diesel,0.0
77,HydroPower,Power,0.2955071247072557
77,HydroPower,Heat,0.0
77,HydroPower,Diesel,0.0
77,DieselGenerator,Power,0.0
77,DieselGenerator,Heat,0.0
77,DieselGenerator,Diesel,0.0
78,SolarPV,Power,0.0
78,SolarPV,Heat,0.0
78,SolarPV,Diesel,0.0
78,WindOnshore,Power,0.019868234191737614
78,WindOnshore,Heat,0.0
78,WindOnshore,Diesel,0.0
78,ElectricHeater,Power,0.0
78,ElectricHeater,Heat,0.00485
78,ElectricHeater,Diesel,0.0
78,HydroPower,Power,0.2856086883216245
78,HydroPower,Heat,0.0
78,HydroPower,Diesel,0.0
78,DieselGenerator,Power,0.0
78,DieselGenerator,Heat,0.0
78,DieselGenerator,Diesel,0.0
79,SolarPV,Power,0.0
79,SolarPV,Heat,0.0
79,SolarPV,Diesel,0.0
79,WindOnshore,Power,0.008631240223261333
79,WindOnshore,Heat,0.0
79,WindOnshore,Diesel,0.0
79,ElectricHeater,Power,0.0
79,ElectricHeater,Heat,0.00485
79,ElectricHeater,Diesel,0.0
79,HydroPower,Power,0.23377162568753815
79,HydroPower,Heat,0.0
79,HydroPower,Diesel,0.0
79,DieselGenerator,Power,0.0
79,DieselGenerator,Heat,0.0
79,DieselGenerator,Diesel,0.0
80,SolarPV,Power,0.0
80,SolarPV,Heat,0.0
80,SolarPV,Diesel,0.0
80,WindOnshore,Power,0.007195570753967435
80,WindOnshore,Heat,0.0
80,WindOnshore,Diesel,0.0
80,ElectricHeater,Power,0.0
80,ElectricHeater,Heat,0.00485
80,ElectricHeater,Diesel,0.0
80,HydroPower,Power,0.24334807548615334
80,HydroPower,Heat,0.0
80,HydroPower,Diesel,0.0
80,DieselGenerator,Power,0.0
80,DieselGenerator,Heat,0.0
80,DieselGenerator,Diesel,0.0
81,SolarPV,Power,0.0
81,SolarPV,Heat,0.0
81,SolarPV,Diesel,0.0
81,WindOnshore,Power,0.00566561528996114
81,WindOnshore,Heat,0.0
81,WindOnshore,Diesel,0.0
81,ElectricHeater,Power,0.0
81,ElectricHeater,Heat,0.00485
81,ElectricHeater,Diesel,0.0
81,HydroPower,Power,0.21821231208961817
81,HydroPower,Heat,0.0
81,HydroPower,Diesel,0.0
81,DieselGenerator,Power,0.0
81,DieselGenerator,Heat,0.0
81,DieselGenerator,Diesel,0.0
82,SolarPV,Power,0.0
82,SolarPV,Heat,0.0
82,SolarPV,Diesel,0.0
82,WindOnshore,Power,0.01894069639635525
82,WindOnshore,Heat,0.0
82,WindOnshore,Diesel,0.0
82,ElectricHeater,Power,0.0
82,ElectricHeater,Heat,0.0058
82,ElectricHeater,Diesel,0.0
82,HydroPower,Power,0.1800642351255027
82,HydroPower,Heat,0.0
82,HydroPower,Diesel,0.0
82,DieselGenerator,Power,0.0
82,DieselGenerator,Heat,0.0
82,DieselGenerator,Diesel,0.0
83,SolarPV,Power,0.0
83,SolarPV,Heat,0.0
83,SolarPV,Diesel,0.0
83,WindOnshore,Power,0.023327067119081415
83,WindOnshore,Heat,0.0
83,WindOnshore,Diesel,0.0
83,ElectricHeater,Power,0.0
83,ElectricHeater,Heat,0.005900000000000001
83,ElectricHeater,Diesel,0.0
83,HydroPower,Power,0.285963686824374
83,HydroPower,Heat,0.0
83,HydroPower,Diesel,0.0
83,DieselGenerator,Power,0.0
83,DieselGenerator,Heat,0.0
83,DieselGenerator,Diesel,0.0
84,SolarPV,Power,0.0
84,SolarPV,Heat,0.0
84,SolarPV,Diesel,0.0
84,WindOnshore,Power,0.021566121426497373
84,WindOnshore,Heat,0.0
84,WindOnshore,Diesel,0.0
84,ElectricHeater,Power,0.0
84,ElectricHeater,Heat,0.0097
84,ElectricHeater,Diesel,0.0
84,HydroPower,Power,0.1849997888536937
84,HydroPower,Heat,0.0
84,HydroPower,Diesel,0.0
84,DieselGenerator,Power,0.0
84,DieselGenerator,Heat,0.0
84,DieselGenerator,Diesel,0.0
85,SolarPV,Power,0.0
85,SolarPV,Heat,0.0
85,SolarPV,Diesel,0.0
85,WindOnshore,Power,0.012189037784090953
85,WindOnshore,Heat,0.0
85,WindOnshore,Diesel,0.0
85,ElectricHeater,Power,0.0
85,ElectricHeater,Heat,0.011000000000000001
85,ElectricHeater,Diesel,0.0
85,HydroPower,Power,0.20427987985816734
85,HydroPower,Heat,0.0
85,HydroPower,Diesel,0.0
85,DieselGenerator,Power,0.0
85,DieselGenerator,Heat,0.0
85,DieselGenerator,Diesel,0.0
86,SolarPV,Power,0.0
86,SolarPV,Heat,0.0
86,SolarPV,Diesel,0.0
86,WindOnshore,Power,0.0291782791985728
86,WindOnshore,Heat,0.0
86,WindOnshore,Diesel,0.0
86,ElectricHeater,Power,0.0
86,ElectricHeater,Heat,0.01085
86,ElectricHeater,Diesel,0.0
86,HydroPower,Power,0.22495370304228499
86,HydroPower,Heat,0.0
86,HydroPower,Diesel,0.0
86,DieselGenerator,Power,0.0
86,DieselGenerator,Heat,0.0
86,DieselGenerator,Diesel,0.0
87,SolarPV,Power,0.0
87,SolarPV,Heat,0.0
87,SolarPV,Diesel,0.0
87,WindOnshore,Power,0.04594053411860953
87,WindOnshore,Heat,0.0
87,WindOnshore,Diesel,0.0
87,ElectricHeater,Power,0.0
87,ElectricHeater,Heat,0.012199999999999999
87,ElectricHeater,Diesel,0.0
87,HydroPower,Power,0.07233081634931747
87,HydroPower,Heat,0.0
87,HydroPower,Diesel,0.0
87,DieselGenerator,Power,0.0
87,DieselGenerator,Heat,0.0
87,DieselGenerator,Diesel,0.0
88,SolarPV,Power,0.0
88,SolarPV,Heat,0.0
88,SolarPV,Diesel,0.0
88,WindOnshore,Power,0.062015161962911555
88,WindOnshore,Heat,0.0
88,WindOnshore,Diesel,0.0
88,ElectricHeater,Power,0.0
88,ElectricHeater,Heat,0.02275
88,ElectricHeater,Diesel,0.0
88,HydroPower,Power,0.024442442346360095
88,HydroPower,Heat,0.0
88,HydroPower,Diesel,0.0
88,DieselGenerator,Power,0.0
88,DieselGenerator,Heat,0.0
88,DieselGenerator,Diesel,0.0
89,SolarPV,Power,0.0
89,SolarPV,Heat,0.0
89,SolarPV,Diesel,0.0
89,WindOnshore,Power,0.05121618309298197
89,WindOnshore,Heat,0.0
89,WindOnshore,Diesel,0.0
89,ElectricHeater,Power,0.0
89,ElectricHeater,Heat,0.03785
89,ElectricHeater,Diesel,0.0
89,HydroPower,Power,0.11391218236362952
89,HydroPower,Heat,0.0
89,HydroPower,Diesel,0.0
89,DieselGenerator,Power,0.0
89,DieselGenerator,Heat,0.0
89,DieselGenerator,Diesel,0.0
90,SolarPV,Power,0.0
90,SolarPV,Heat,0.0
90,SolarPV,Diesel,0.0
90,WindOnshore,Power,0.05485468880457135
90,WindOnshore,Heat,0.0
90,WindOnshore,Diesel,0.0
90,ElectricHeater,Power,0.0
90,ElectricHeater,Heat,0.04845000000000001
90,ElectricHeater,Diesel,0.0
90,HydroPower,Power,0.007440773094879754
90,HydroPower,Heat,0.0
90,HydroPower,Diesel,0.0
90,DieselGenerator,Power,0.0
90,DieselGenerator,Heat,0.0
90,DieselGenerator,Diesel,0.0
91,SolarPV,Power,0.0
91,SolarPV,Heat,0.0
91,SolarPV,Diesel,0.0
91,WindOnshore,Power,0.05231259264405061
91,WindOnshore,Heat,0.0
91,WindOnshore,Diesel,0.0
91,ElectricHeater,Power,0.0
91,ElectricHeater,Heat,0.0451
91,ElectricHeater,Diesel,0.0
91,HydroPower,Power,0.2377374674071894
91,HydroPower,Heat,0.0
91,HydroPower,Diesel,0.0
91,DieselGenerator,Power,0.0
91,DieselGenerator,Heat,0.0
91,DieselGenerator,Diesel,0.0
92,SolarPV,Power,0.0
92,SolarPV,Heat,0.0
92,SolarPV,Diesel,0.0
92,WindOnshore,Power,0.03763622502568644
92,WindOnshore,Heat,0.0
92,WindOnshore,Diesel,0.0
92,ElectricHeater,Power,0.0
92,ElectricHeater,Heat,0.04479999999999999
92,ElectricHeater,Diesel,0.0
92,HydroPower,Power,0.09015034981892342
92,HydroPower,Heat,0.0
92,HydroPower,Diesel,0.0
92,DieselGenerator,Power,0.0
92,DieselGenerator,Heat,0.0
92,DieselGenerator,Diesel,0.0
93,SolarPV,Power,0.0
93,SolarPV,Heat,0.0
93,SolarPV,Diesel,0.0
93,WindOnshore,Power,0.057152648286613005
93,WindOnshore,Heat,0.0
93,WindOnshore,Diesel,0.0
93,ElectricHeater,Power,0.0
93,ElectricHeater,Heat,0.03615
93,ElectricHeater,Diesel,0.0
93,HydroPower,Power,0.2581136864109777
93,HydroPower,Heat,0.0
93,HydroPower,Diesel,0.0
93,DieselGenerator,Power,0.0
93,DieselGenerator,Heat,0.0
93,DieselGenerator,Diesel,0.0
94,SolarPV,Power,0.0
94,SolarPV,Heat,0.0
94,SolarPV,Diesel,0.0
94,WindOnshore,Power,0.06848913449485232
94,WindOnshore,Heat,0.0
94,WindOnshore,Diesel,0.0
94,ElectricHeater,Power,0.0
94,ElectricHeater,Heat,0.0317
94,ElectricHeater,Diesel,0.0
94,HydroPower,Power,0.2904372501815534
94,HydroPower,Heat,0.0
94,HydroPower,Diesel,0.0
94,DieselGenerator,Power,0.0
94,DieselGenerator,Heat,0.0
94,DieselGenerator,Diesel,0.0
95,SolarPV,Power,0.0
95,SolarPV,Heat,0.0
95,SolarPV,Diesel,0.0
95,WindOnshore,Power,0.06362736241898537
95,WindOnshore,Heat,0.0
95,WindOnshore,Diesel,0.0
95,ElectricHeater,Power,0.0
95,ElectricHeater,Heat,0.024399999999999998
95,ElectricHeater,Diesel,0.0
95,HydroPower,Power,0.24431677471196073
95,HydroPower,Heat,0.0
95,HydroPower,Diesel,0.0
95,DieselGenerator,Power,0.0
95,DieselGenerator,Heat,0.0
95,DieselGenerator,Diesel,0.0
96,SolarPV,Power,0.0
96,SolarPV,Heat,0.0
96,SolarPV,Diesel,0.0
96,WindOnshore,Power,0.02625112127548995
96,WindOnshore,Heat,0.0
96,WindOnshore,Diesel,0.0
96,ElectricHeater,Power,0.0
96,ElectricHeater,Heat,0.027399999999999997
96,ElectricHeater,Diesel,0.0
96,HydroPower,Power,0.26456762501734027
96,HydroPower,Heat,0.0
96,HydroPower,Diesel,0.0
96,DieselGenerator,Power,0.0
96,DieselGenerator,Heat,0.0
96,DieselGenerator,Diesel,0.0
97,SolarPV,Power,0.0
97,SolarPV,Heat,0.0
97,SolarPV,Diesel,0.0
97,WindOnshore,Power,0.07365557861944631
97,WindOnshore,Heat,0.0
97,WindOnshore,Diesel,0.0
97,ElectricHeater,Power,0.0
97,ElectricHeater,Heat,0.03535
97,ElectricHeater,Diesel,0.0
97,HydroPower,Power,0.29859202429970927
97,HydroPower,Heat,0.0
97,HydroPower,Diesel,0.0
97,DieselGenerator,Power,0.0
97,DieselGenerator,Heat,0.0
97,DieselGenerator,Diesel,0.0
98,SolarPV,Power,0.0
98,SolarPV,Heat,0.0
98,SolarPV,Diesel,0.0
98,WindOnshore,Power,0.10548525078336606
98,WindOnshore,Heat,0.0
98,WindOnshore,Diesel,0.0
98,ElectricHeater,Power,0.0
98,ElectricHeater,Heat,0.04115
98,ElectricHeater,Diesel,0.0
98,HydroPower,Power,0.16702095591343388
98,HydroPower,Heat,0.0
98,HydroPower,Diesel,0.0
98,DieselGenerator,Power,0.0
98,DieselGenerator,Heat,0.0
98,DieselGenerator,Diesel,0.0
99,SolarPV,Power,0.0
99,SolarPV,Heat,0.0
99,SolarPV,Diesel,0.0
99,WindOnshore,Power,0.16202705105339482
99,WindOnshore,Heat,0.0
99,WindOnshore,Diesel,0.0
99,ElectricHeater,Power,0.0
99,ElectricHeater,Heat,0.0518
99,ElectricHeater,Diesel,0.0
99,HydroPower,Power,0.06287366245380611
99,HydroPower,Heat,0.0
99,HydroPower,Diesel,0.0
99,DieselGenerator,Power,0.0
99,DieselGenerator,Heat,0.0
99,DieselGenerator,Diesel,0.0
100,SolarPV,Power,0.0
100,SolarPV,Heat,0.0
100,SolarPV,Diesel,0.0
100,WindOnshore,Power,0.06851721881521536
100,WindOnshore,Heat,0.0
100,WindOnshore,Diesel,0.0
100,ElectricHeater,Power,0.0
100,ElectricHeater,Heat,0.047400000000000005
100,ElectricHeater,Diesel,0.0
100,HydroPower,Power,0.038637663038849995
100,HydroPower,Heat,0.0
100,HydroPower,Diesel,0.0
100,DieselGenerator,Power,0.0
100,DieselGenerator,Heat,0.0
100,DieselGenerator,Diesel,0.0
101,SolarPV,Power,0.0
101,SolarPV,Heat,0.0
101,SolarPV,Diesel,0.0
101,WindOnshore,Power,0.043496814249555975
101,WindOnshore,Heat,0.0
101,WindOnshore,Diesel,0.0
101,ElectricHeater,Power,0.0
101,ElectricHeater,Heat,0.044700000000000004
101,ElectricHeater,Diesel,0.0
101,HydroPower,Power,0.046469813792224514
101,HydroPower,Heat,0.0
101,HydroPower,Diesel,0.0
101,DieselGenerator,Power,0.0
101,DieselGenerator,Heat,0.0
101,DieselGenerator,Diesel,0.0
102,SolarPV,Power,0.0
102,SolarPV,Heat,0.0
102,SolarPV,Diesel,0.0
102,WindOnshore,Power,0.011642902280943467
102,WindOnshore,Heat,0.0
102,WindOnshore,Diesel,0.0
102,ElectricHeater,Power,0.0
102,ElectricHeater,Heat,0.026099999999999998
102,ElectricHeater,Diesel,0.0
102,HydroPower,Power,0.2423230181271924
102,HydroPower,Heat,0.0
102,HydroPower,Diesel,0.0
102,DieselGenerator,Power,0.0
102,DieselGenerator,Heat,0.0
102,DieselGenerator,Diesel,0.0
103,SolarPV,Power,0.0
103,SolarPV,Heat,0.0
103,SolarPV,Diesel,0.0
103,WindOnshore,Power,0.02990289604371104
103,WindOnshore,Heat,0.0
103,WindOnshore,Diesel,0.0
103,ElectricHeater,Power,0.0
103,ElectricHeater,Heat,0.024050000000000002
103,ElectricHeater,Diesel,0.0
103,HydroPower,Power,0.053323286033935755
103,HydroPower,Heat,0.0
103,HydroPower,Diesel,0.0
103,DieselGenerator,Power,0.0
103,DieselGenerator,Heat,0.0
103,DieselGenerator,Diesel,0.0
104,SolarPV,Power,0.0
104,SolarPV,Heat,0.0
104,SolarPV,Diesel,0.0
104,WindOnshore,Power,0.0755152394748773
104,WindOnshore,Heat,0.0
104,WindOnshore,Diesel,0.0
104,ElectricHeater,Power,0.0
104,ElectricHeater,Heat,0.027200000000000002
104,ElectricHeater,Diesel,0.0
104,HydroPower,Power,0.19052762902685022
104,HydroPower,Heat,0.0
104,HydroPower,Diesel,0.0
104,DieselGenerator,Power,0.0
104,DieselGenerator,Heat,0.0
104,DieselGenerator,Diesel,0.0
105,SolarPV,Power,0.0
105,SolarPV,Heat,0.0
105,SolarPV,Diesel,0.0
105,WindOnshore,Power,0.11241452425996414
105,WindOnshore,Heat,0.0
105,WindOnshore,Diesel,0.0
105,ElectricHeater,Power,0.0
105,ElectricHeater,Heat,0.048100000000000004
105,ElectricHeater,Diesel,0.0
