Hour,Technology,Value
56,HydroPower,1.0628799999999998
56,DieselGenerator,0.0
56,Tidal,0.0
56,DieselImport,0.0
56,Forest,0.19078475352000002
56,ElectricStove,0.011731247718
56,ElectricVehicle,0.0
56,WoodBurner,0.19078475352000002
57,SolarPV,0.0
57,WindOnshore,0.0
57,HydroPower,1.04832
57,DieselGenerator,0.0
57,Tidal,0.0
57,DieselImport,0.0
57,Forest,0.19292474344000002
57,ElectricStove,0.014566626228
57,ElectricVehicle,10.7131505778
57,WoodBurner,0.19292474344000002
58,SolarPV,0.0
58,WindOnshore,0.0
58,HydroPower,1.04832
58,DieselGenerator,0.0
58,Tidal,0.0
58,DieselImport,0.0
58,Forest,0.20033329550000004
58,ElectricStove,0.014177074626000001
58,ElectricVehicle,0.0
58,WoodBurner,0.20033329550000004
59,SolarPV,0.0
59,WindOnshore,0.0
59,HydroPower,1.04832
59,DieselGenerator,0.0
59,Tidal,0.0
59,DieselImport,0.0
59,Forest,0.13035329904
59,ElectricStove,0.0052812964559999995
59,ElectricVehicle,0.0
59,WoodBurner,0.13035329904
60,SolarPV,0.0
60,WindOnshore,0.0
60,HydroPower,1.04832
60,DieselGenerator,0.0
60,Tidal,0.0
60,DieselImport,0.0
60,Forest,0.13035329904
60,ElectricStove,0.014177074626000001
60,ElectricVehicle,0.0
60,WoodBurner,0.13035329904
61,SolarPV,0.0
61,WindOnshore,0.0
61,HydroPower,1.04832
61,DieselGenerator,0.0
61,Tidal,0.0
61,DieselImport,0.0
61,Forest,0.12116529883999999
61,ElectricStove,0.013787614062
61,ElectricVehicle,0.0
61,WoodBurner,0.12116529883999999
62,SolarPV,0.0
62,WindOnshore,0.0
62,HydroPower,1.04832
62,DieselGenerator,0.0
62,Tidal,0.0
62,DieselImport,0.0
62,Forest,0.12831798254000001
62,ElectricStove,0.013787614062
62,ElectricVehicle,0.0
62,WoodBurner,0.12831798254000001
63,SolarPV,0.0
63,WindOnshore,0.0
63,HydroPower,1.04832
63,DieselGenerator,0.0
63,Tidal,0.0
63,DieselImport,0.0
63,Forest,0.12551506096
63,ElectricStove,0.008506226568000002
63,ElectricVehicle,0.0
63,WoodBurner,0.12551506096
64,SolarPV,0.0
64,WindOnshore,0.0
64,HydroPower,1.04832
64,DieselGenerator,0.0
64,Tidal,0.0
64,DieselImport,0.0
64,Forest,0.18214338118
64,ElectricStove,0.0036144817140000003
64,ElectricVehicle,0.0
64,WoodBurner,0.18214338118
65,SolarPV,0.0
65,WindOnshore,0.0
65,HydroPower,1.04832
65,DieselGenerator,0.0
65,Tidal,0.0
65,DieselImport,0.0
65,Forest,0.17461852532
65,ElectricStove,0.00283537851
65,ElectricVehicle,10.7131505778
65,WoodBurner,0.17461852532
66,SolarPV,0.0
66,WindOnshore,0.0
66,HydroPower,1.0337599999999998
66,DieselGenerator,0.0
66,Tidal,0.0
66,DieselImport,0.0
66,Forest,0.1812594723
66,ElectricStove,0.012496877298000001
66,ElectricVehicle,0.0
66,WoodBurner,0.1812594723
67,SolarPV,0.0
67,WindOnshore,0.0
67,HydroPower,1.0337599999999998
67,DieselGenerator,0.0
67,Tidal,0.0
67,DieselImport,0.0
67,Forest,0.19897254103999998
67,ElectricStove,0.024153564893999998
67,ElectricVehicle,0.0
67,WoodBurner,0.19897254103999998
68,SolarPV,0.0
68,WindOnshore,0.0
68,HydroPower,1.0337599999999998
68,DieselGenerator,0.0
68,Tidal,0.0
68,DieselImport,0.0
68,Forest,0.20365958418
68,ElectricStove,0.024153564893999998
68,ElectricVehicle,0.0
68,WoodBurner,0.20365958418
69,SolarPV,0.0
69,WindOnshore,0.0
69,HydroPower,1.00464
69,DieselGenerator,0.0
69,Tidal,0.0
69,DieselImport,0.0
69,Forest,0.18921465222
69,ElectricStove,0.023489988912
69,ElectricVehicle,10.7131505778
69,WoodBurner,0.18921465222
70,SolarPV,0.0
70,WindOnshore,0.0
70,HydroPower,1.0337599999999998
70,DieselGenerator,0.0
70,Tidal,0.0
70,DieselImport,0.0
70,Forest,0.19547179666000003
70,ElectricStove,0.010325074770000001
70,ElectricVehicle,0.0
70,WoodBurner,0.19547179666000003
71,SolarPV,0.0
71,WindOnshore,0.0
71,HydroPower,1.0191999999999999
71,DieselGenerator,0.0
71,Tidal,0.0
71,DieselImport,0.0
71,Forest,0.13073710158000001
71,ElectricStove,0.004830749394
71,ElectricVehicle,0.0
71,WoodBurner,0.13073710158000001
72,SolarPV,0.0
72,WindOnshore,0.0
72,HydroPower,1.0191999999999999
72,DieselGenerator,0.0
72,Tidal,0.0
72,DieselImport,0.0
72,Forest,0.12691070656
72,ElectricStove,0.0
72,ElectricVehicle,0.0
72,WoodBurner,0.12691070656
73,SolarPV,0.0
73,WindOnshore,0.0
73,HydroPower,1.0191999999999999
73,DieselGenerator,0.0
73,Tidal,0.0
73,DieselImport,0.0
73,Forest,0.13069058006
73,ElectricStove,0.0
