technology,hour,value
Tidal,386,0.00
Tidal,387,0.01
Tidal,388,0.02
Tidal,389,0.05
Tidal,390,0.10
Tidal,391,0.17
Tidal,392,0.26
Tidal,393,0.35
Tidal,394,0.44
Tidal,395,0.52
Tidal,396,0.59
Tidal,397,0.63
Tidal,398,0.64
Tidal,399,0.62
Tidal,400,0.57
Tidal,401,0.50
Tidal,402,0.41
Tidal,403,0.32
Tidal,404,0.23
Tidal,405,0.15
Tidal,406,0.09
Tidal,407,0.04
Tidal,408,0.01
Tidal,409,0.00
Tidal,410,0.00
Tidal,411,0.00
Tidal,412,0.01
Tidal,413,0.03
Tidal,414,0.07
Tidal,415,0.12
Tidal,416,0.20
Tidal,417,0.29
Tidal,418,0.39
Tidal,419,0.49
Tidal,420,0.57
Tidal,421,0.64
Tidal,422,0.67
Tidal,423,0.68
Tidal,424,0.65
Tidal,425,0.60
Tidal,426,0.52
Tidal,427,0.42
Tidal,428,0.32
Tidal,429,0.23
Tidal,430,0.14
Tidal,431,0.08
Tidal,432,0.04
Tidal,433,0.01
Tidal,434,0.00
Tidal,435,0.00
Tidal,436,0.00
Tidal,437,0.01
Tidal,438,0.04
Tidal,439,0.08
Tidal,440,0.15
Tidal,441,0.23
Tidal,442,0.33
Tidal,443,0.44
Tidal,444,0.54
Tidal,445,0.63
Tidal,446,0.69
Tidal,447,0.72
Tidal,448,0.72
Tidal,449,0.69
Tidal,450,0.62
Tidal,451,0.53
Tidal,452,0.43
Tidal,453,0.32
Tidal,454,0.22
Tidal,455,0.14
Tidal,456,0.07
Tidal,457,0.03
Tidal,458,0.01
Tidal,459,0.00
Tidal,460,0.00
Tidal,461,0.00
Tidal,462,0.02
Tidal,463,0.05
Tidal,464,0.10
Tidal,465,0.17
Tidal,466,0.27
Tidal,467,0.38
Tidal,468,0.49
Tidal,469,0.59
Tidal,470,0.68
Tidal,471,0.74
Tidal,472,0.77
Tidal,473,0.76
Tidal,474,0.72
Tidal,475,0.64
Tidal,476,0.54
Tidal,477,0.43
Tidal,478,0.32
Tidal,479,0.22
Tidal,480,0.13
Tidal,481,0.07
Tidal,482,0.03
Tidal,483,0.01
Tidal,484,0.00
Tidal,485,0.00
Tidal,486,0.00
Tidal,487,0.02
Tidal,488,0.06
Tidal,489,0.12
Tidal,490,0.20
Tidal,491,0.31
Tidal,492,0.42
Tidal,493,0.54
Tidal,494,0.65
Tidal,495,0.74
Tidal,496,0.79
Tidal,497,0.81
Tidal,498,0.80
Tidal,499,0.74
Tidal,500,0.66
Tidal,501,0.55
Tidal,502,0.43
Tidal,503,0.31
Tidal,504,0.21
Tidal,505,0.12
Tidal,506,0.06
Tidal,507,0.02
Tidal,508,0.00
Tidal,509,0.00
Tidal,510,0.00
Tidal,511,0.01
Tidal,512,0.03
Tidal,513,0.07
Tidal,514,0.14
Tidal,515,0.23
Tidal,516,0.35
Tidal,517,0.47
Tidal,518,0.59
Tidal,519,0.70
Tidal,520,0.79
Tidal,521,0.84
Tidal,522,0.85
Tidal,523,0.83
Tidal,524,0.76
Tidal,525,0.67
Tidal,526,0.55
Tidal,527,0.43
Tidal,528,0.31
Tidal,529,0.20
Tidal,530,0.11
Tidal,531,0.05
Tidal,532,0.02
Tidal,533,0.00
Tidal,534,0.00
Tidal,535,0.00
Tidal,536,0.01
Tidal,537,0.04
Tidal,538,0.09
Tidal,539,0.16
Tidal,540,0.27
Tidal,541,0.39
Tidal,542,0.52
Tidal,543,0.64
Tidal,544,0.75
Tidal,545,0.84
Tidal,546,0.88
Tidal,547,0.89
Tidal,548,0.85
Tidal,549,0.78
Tidal,550,0.67
Tidal,551,0.55
Tidal,552,0.42
Tidal,553,0.29
Tidal,554,0.19
Tidal,555,0.10
Tidal,556,0.05
Tidal,557,0.01
Tidal,558,0.00
Tidal,559,0.00
Tidal,560,0.00
Tidal,561,0.01
Tidal,562,0.05
Tidal,563,0.10
Tidal,564,0.19
Tidal,565,0.30
Tidal,566,0.43
Tidal,567,0.56
Tidal,568,0.69
Tidal,569,0.80
Tidal,570,0.88
Tidal,571,0.92
Tidal,572,0.92
Tidal,573,0.87
Tidal,574,0.79
Tidal,575,0.67
Tidal,576,0.54
Tidal,577,0.41
Tidal,578,0.28
Tidal,579,0.17
Tidal,580,0.09
Tidal,581,0.04
Tidal,582,0.01
Tidal,583,0.00
Tidal,584,0.00
Tidal,585,0.00
Tidal,586,0.02
Tidal,587,0.06
Tidal,588,0.12
Tidal,589,0.22
Tidal,590,0.33
Tidal,591,0.47
Tidal,592,0.61
Tidal,593,0.74
Tidal,594,0.84
Tidal,595,0.92
Tidal,596,0.95
Tidal,597,0.94
Tidal,598,0.88
Tidal,599,0.79
Tidal,600,0.67
Tidal,601,0.53
Tidal,602,0.39
Tidal,603,0.27
Tidal,604,0.16
Tidal,605,0.08
Tidal,606,0.03
Tidal,607,0.01
Tidal,608,0.00
Tidal,609,0.00
Tidal,610,0.01
Tidal,611,0.03
Tidal,612,0.07
Tidal,613,0.14
Tidal,614,0.24
Tidal,615,0.37
Tidal,616,0.51
Tidal,617,0.65
Tidal,618,0.78
Tidal,619,0.88
Tidal,620,0.95
Tidal,621,0.97
Tidal,622,0.95
Tidal,623,0.89
Tidal,624,0.78
Tidal,625,0.65
Tidal,626,0.51
Tidal,627,0.37
Tidal,628,0.25
Tidal,629,0.15
Tidal,630,0.07
Tidal,631,0.03
Tidal,632,0.01
Tidal,633,0.00
Tidal,634,0.00
Tidal,635,0.01
Tidal,636,0.03
Tidal,637,0.08
Tidal,638,0.16
Tidal,639,0.27
Tidal,640,0.40
Tidal,641,0.55
Tidal,642,0.69
Tidal,643,0.82
Tidal,644,0.91
Tidal,645,0.97
Tidal,646,0.99
Tidal,647,0.96
Tidal,648,0.88
Tidal,649,0.77
Tidal,650,0.64
Tidal,651,0.49
Tidal,652,0.35
Tidal,653,0.23
Tidal,654,0.13
Tidal,655,0.06
Tidal,656,0.02
Tidal,657,0.00
Tidal,658,0.00
Tidal,659,0.00
Tidal,660,0.01
Tidal,661,0.04
Tidal,662,0.10
Tidal,663,0.19
Tidal,664,0.30
Tidal,665,0.44
Tidal,666,0.58
Tidal,667,0.72
Tidal,668,0.85
Tidal,669,0.94
Tidal,670,0.99
Tidal,671,1.00
Tidal,672,0.95
Tidal,673,0.87
Tidal,674,0.75
Tidal,675,0.61
Tidal,676,0.47
Tidal,677,0.33
Tidal,678,0.21
Tidal,679,0.11
Tidal,680,0.05
Tidal,681,0.02
Tidal,682,0.00
Tidal,683,0.00
Tidal,684,0.00
Tidal,685,0.02
Tidal,686,0.05
Tidal,687,0.11
Tidal,688,0.21
Tidal,689,0.33
Tidal,690,0.47
Tidal,691,0.25
Tidal,692,0.25
Tidal,693,0.23
Tidal,694,0.20
Tidal,695,0.17
Tidal,696,0.13
Tidal,697,0.10
Tidal,698,0.06
Tidal,699,0.04
Tidal,700,0.02
Tidal,701,0.01
Tidal,702,0.00
Tidal,703,0.00
Tidal,704,0.00
Tidal,705,0.00
Tidal,706,0.01
Tidal,707,0.02
Tidal,708,0.04
Tidal,709,0.07
Tidal,710,0.10
Tidal,711,0.14
Tidal,712,0.18
Tidal,713,0.21
Tidal,714,0.24
Tidal,715,0.25
Tidal,716,0.26
Tidal,717,0.25
Tidal,718,0.23
Tidal,719,0.20
Tidal,720,0.16
Tidal,721,0.13
Tidal,722,0.09
Tidal,723,0.06
Tidal,724,0.03
Tidal,725,0.02
Tidal,726,0.01
Tidal,727,0.00
Tidal,728,0.00
Tidal,729,0.00
Tidal,730,0.00
Tidal,731,0.01
Tidal,732,0.03
Tidal,733,0.05
Tidal,734,0.08
Tidal,735,0.11
Tidal,736,0.15
Tidal,737,0.19
Tidal,738,0.22
Tidal,739,0.24
Tidal,740,0.26
Tidal,741,0.26
Tidal,742,0.25
Tidal,743,0.23
Tidal,744,0.20
Tidal,745,0.16
Tidal,746,0.12
Tidal,747,0.09
Tidal,748,0.05
Tidal,749,0.03
Tidal,750,0.01
Tidal,751,0.00
Tidal,752,0.00
Tidal,753,0.00
Tidal,754,0.00
Tidal,755,0.00
Tidal,756,0.01
Tidal,757,0.03
Tidal,758,0.05
Tidal,759,0.09
Tidal,760,0.12
Tidal,761,0.16
Tidal,762,0.20
Tidal,763,0.23
Tidal,764,0.25
Tidal,765,0.27
Tidal,766,0.27
Tidal,767,0.25
Tidal,768,0.23
Tidal,769,0.19
Tidal,770,0.16
Tidal,771,0.12
Tidal,772,0.08
Tidal,773,0.05
Tidal,774,0.03
Tidal,775,0.01
Tidal,776,0.00
Tidal,777,0.00
Tidal,778,0.00
Tidal,779,0.00
Tidal,780,0.01
Tidal,781,0.02
Tidal,782,0.04
Tidal,783,0.06
Tidal,784,0.10
Tidal,785,0.14
Tidal,786,0.18
Tidal,787,0.21
Tidal,788,0.25
Tidal,789,0.27
Tidal,790,0.28
Tidal,791,0.27
Tidal,792,0.26
Tidal,793,0.23
Tidal,794,0.19
Tidal,795,0.15
Tidal,796,0.11
Tidal,797,0.08
Tidal,798,0.05
Tidal,799,0.02
Tidal,800,0.01
Tidal,801,0.00
Tidal,802,0.00
Tidal,803,0.00
Tidal,804,0.00
Tidal,805,0.01
Tidal,806,0.02
Tidal,807,0.04
Tidal,808,0.07
Tidal,809,0.11
Tidal,810,0.15
Tidal,811,0.19
Tidal,812,0.23
Tidal,813,0.26
Tidal,814,0.28
Tidal,815,0.29
Tidal,816,0.28
Tidal,817,0.26
Tidal,818,0.23
Tidal,819,0.20
Tidal,820,0.15
Tidal,821,0.11
Tidal,822,0.07
Tidal,823,0.04
Tidal,824,0.02
Tidal,825,0.01
Tidal,826,0.00
Tidal,827,0.00
Tidal,828,0.00
Tidal,829,0.00
Tidal,830,0.01
Tidal,831,0.03
Tidal,832,0.05
Tidal,833,0.08
Tidal,834,0.12
Tidal,835,0.17
Tidal,836,0.21
Tidal,837,0.25
Tidal,838,0.28
Tidal,839,0.30
Tidal,840,0.31
Tidal,841,0.30
Tidal,842,0.27
Tidal,843,0.24
Tidal,844,0.20
Tidal,845,0.15
Tidal,846,0.11
Tidal,847,0.07
Tidal,848,0.04
Tidal,849,0.02
Tidal,850,0.01
Tidal,851,0.00
Tidal,852,0.00
Tidal,853,0.00
Tidal,854,0.00
Tidal,855,0.01
Tidal,856,0.03
Tidal,857,0.06
Tidal,858,0.10
Tidal,859,0.14
Tidal,860,0.19
Tidal,861,0.23
Tidal,862,0.27
Tidal,863,0.31
Tidal,864,0.32
Tidal,865,0.33
Tidal,866,0.31
Tidal,867,0.28
Tidal,868,0.25
Tidal,869,0.20
Tidal,870,0.15
Tidal,871,0.11
Tidal,872,0.07
Tidal,873,0.04
Tidal,874,0.02
Tidal,875,0.01
Tidal,876,0.00
Tidal,877,0.00
Tidal,878,0.00
Tidal,879,0.01
Tidal,880,0.02
Tidal,881,0.04
Tidal,882,0.07
Tidal,883,0.11
Tidal,884,0.16
Tidal,885,0.21
Tidal,886,0.26
Tidal,887,0.30
Tidal,888,0.33
Tidal,889,0.35
Tidal,890,0.35
Tidal,891,0.33
Tidal,892,0.30
Tidal,893,0.25
Tidal,894,0.21
Tidal,895,0.15
Tidal,896,0.11
Tidal,897,0.07
Tidal,898,0.04
Tidal,899,0.02
Tidal,900,0.00
Tidal,901,0.00
Tidal,902,0.00
Tidal,903,0.00
Tidal,904,0.01
Tidal,905,0.02
Tidal,906,0.05
Tidal,907,0.08
Tidal,908,0.13
Tidal,909,0.18
Tidal,910,0.24
Tidal,911,0.29
Tidal,912,0.33
Tidal,913,0.36
Tidal,914,0.37
Tidal,915,0.37
Tidal,916,0.35
Tidal,917,0.31
Tidal,918,0.26
Tidal,919,0.21
Tidal,920,0.16
Tidal,921,0.11
Tidal,922,0.06
Tidal,923,0.03
Tidal,924,0.01
Tidal,925,0.00
Tidal,926,0.00
Tidal,927,0.00
Tidal,928,0.00
Tidal,929,0.01
Tidal,930,0.03
Tidal,931,0.06
Tidal,932,0.10
Tidal,933,0.15
Tidal,934,0.21
Tidal,935,0.27
Tidal,936,0.32
Tidal,937,0.36
Tidal,938,0.39
Tidal,939,0.40
Tidal,940,0.39
Tidal,941,0.37
Tidal,942,0.33
Tidal,943,0.27
Tidal,944,0.21
Tidal,945,0.16
Tidal,946,0.10
Tidal,947,0.06
Tidal,948,0.03
Tidal,949,0.01
Tidal,950,0.00
Tidal,951,0.00
Tidal,952,0.00
Tidal,953,0.00
Tidal,954,0.01
Tidal,955,0.04
Tidal,956,0.07
Tidal,957,0.12
Tidal,958,0.17
Tidal,959,0.24
Tidal,960,0.30
Tidal,961,0.36
Tidal,962,0.40
Tidal,963,0.43
Tidal,964,0.44
Tidal,965,0.42
Tidal,966,0.39
Tidal,967,0.34
Tidal,968,0.28
Tidal,969,0.22
Tidal,970,0.16
Tidal,971,0.10
Tidal,972,0.06
Tidal,973,0.03
Tidal,974,0.01
Tidal,975,0.00
Tidal,976,0.00
Tidal,977,0.00
Tidal,978,0.01
Tidal,979,0.02
Tidal,980,0.05
Tidal,981,0.09
Tidal,982,0.14
Tidal,983,0.20
Tidal,984,0.27
Tidal,985,0.34
Tidal,986,0.40
Tidal,987,0.44
Tidal,988,0.47
Tidal,989,0.47
Tidal,990,0.45
Tidal,991,0.41
Tidal,992,0.36
Tidal,993,0.29
Tidal,994,0.22
Tidal,995,0.16
Tidal,996,0.10
Tidal,997,0.06
Tidal,998,0.02
Tidal,999,0.01
Tidal,1000,0.00
Tidal,1001,0.00
Tidal,1002,0.00
Tidal,1003,0.01
Tidal,1004,0.03
Tidal,1005,0.06
Tidal,1006,0.10
Tidal,1007,0.16
Tidal,1008,0.23
Tidal,1009,0.31
Tidal,1010,0.38
Tidal,1011,0.44
Tidal,1012,0.48
Tidal,1013,0.51
Tidal,1014,0.51
Tidal,1015,0.48
Tidal,1016,0.43
Tidal,1017,0.37
Tidal,1018,0.30
Tidal,1019,0.23
Tidal,1020,0.16
Tidal,1021,0.10
Tidal,1022,0.05
Tidal,1023,0.02
Tidal,1024,0.01
Tidal,1025,0.00
Tidal,1026,0.00
Tidal,1027,0.00
Tidal,1028,0.01
Tidal,1029,0.03
Tidal,1030,0.07
Tidal,1031,0.12
Tidal,1032,0.19
Tidal,1033,0.27
Tidal,1034,0.35
Tidal,1035,0.42
Tidal,1036,0.49
Tidal,1037,0.53
Tidal,1038,0.55
Tidal,1039,0.54
Tidal,1040,0.51
Tidal,1041,0.46
Tidal,1042,0.39
Tidal,1043,0.31
Tidal,1044,0.23
Tidal,1045,0.16
Tidal,1046,0.09
Tidal,1047,0.05
Tidal,1048,0.02
Tidal,1049,0.00
Tidal,1050,0.00
Tidal,1051,0.00
Tidal,1052,0.00
Tidal,1053,0.02
Tidal,1054,0.04
Tidal,1055,0.09
Tidal,1056,0.15
Tidal,1057,0.22
Tidal,1058,0.31
Tidal,1059,0.39
Tidal,1060,0.47
Tidal,1061,0.53
Tidal,1062,0.58
Tidal,1063,0.59
Tidal,1064,0.58
Tidal,1065,0.54
Tidal,1066,0.48
Tidal,1067,0.40
Tidal,1068,0.31
Tidal,1069,0.23
Tidal,1070,0.15
Tidal,1071,0.09
Tidal,1072,0.04
Tidal,1073,0.02
Tidal,1074,0.00
Tidal,1075,0.00
Tidal,1076,0.00
Tidal,1077,0.01
Tidal,1078,0.02
Tidal,1079,0.05
Tidal,1080,0.10
Tidal,1081,0.17
Tidal,1082,0.26
Tidal,1083,0.35
Tidal,1084,0.44
Tidal,1085,0.52
Tidal,1086,0.59
Tidal,1087,0.63
Tidal,1088,0.64
Tidal,1089,0.62
Tidal,1090,0.57
Tidal,1091,0.50
Tidal,1092,0.41
Tidal,1093,0.32
Tidal,1094,0.23
Tidal,1095,0.15
Tidal,1096,0.09
Tidal,1097,0.04
Tidal,1098,0.01
Tidal,1099,0.00
Tidal,1100,0.00
Tidal,1101,0.00
Tidal,1102,0.01
Tidal,1103,0.03
Tidal,1104,0.07
Tidal,1105,0.12
Tidal,1106,0.20
Tidal,1107,0.29
Tidal,1108,0.39
Tidal,1109,0.49
Tidal,1110,0.57
Tidal,1111,0.64
Tidal,1112,0.67
Tidal,1113,0.68
Tidal,1114,0.65
Tidal,1115,0.60
Tidal,1116,0.52
Tidal,1117,0.42
Tidal,1118,0.32
Tidal,1119,0.23
Tidal,1120,0.14
Tidal,1121,0.08
Tidal,1122,0.04
Tidal,1123,0.01
Tidal,1124,0.00
Tidal,1125,0.00
Tidal,1126,0.00
Tidal,1127,0.01
Tidal,1128,0.04
Tidal,1129,0.08
Tidal,1130,0.15
Tidal,1131,0.23
Tidal,1132,0.33
Tidal,1133,0.44
Tidal,1134,0.54
Tidal,1135,0.63
Tidal,1136,0.69
Tidal,1137,0.72
Tidal,1138,0.72
Tidal,1139,0.69
Tidal,1140,0.62
Tidal,1141,0.53
Tidal,1142,0.43
Tidal,1143,0.32
Tidal,1144,0.22
Tidal,1145,0.14
Tidal,1146,0.07
Tidal,1147,0.03
Tidal,1148,0.01
Tidal,1149,0.00
Tidal,1150,0.00
Tidal,1151,0.00
Tidal,1152,0.02
Tidal,1153,0.05
Tidal,1154,0.10
Tidal,1155,0.17
Tidal,1156,0.27
Tidal,1157,0.38
Tidal,1158,0.49
Tidal,1159,0.59
Tidal,1160,0.68
Tidal,1161,0.74
Tidal,1162,0.77
Tidal,1163,0.76
Tidal,1164,0.72
Tidal,1165,0.64
Tidal,1166,0.54
Tidal,1167,0.43
Tidal,1168,0.32
Tidal,1169,0.22
Tidal,1170,0.13
Tidal,1171,0.07
Tidal,1172,0.03
Tidal,1173,0.01
Tidal,1174,0.00
Tidal,1175,0.00
Tidal,1176,0.00
Tidal,1177,0.02
Tidal,1178,0.06
Tidal,1179,0.12
Tidal,1180,0.20
Tidal,1181,0.31
Tidal,1182,0.42
Tidal,1183,0.54
Tidal,1184,0.65
Tidal,1185,0.74
Tidal,1186,0.79
Tidal,1187,0.81
Tidal,1188,0.80
Tidal,1189,0.74
Tidal,1190,0.66
Tidal,1191,0.55
Tidal,1192,0.43
Tidal,1193,0.31
Tidal,1194,0.21
Tidal,1195,0.12
Tidal,1196,0.06
Tidal,1197,0.02
Tidal,1198,0.00
Tidal,1199,0.00
Tidal,1200,0.00
Tidal,1201,0.01
Tidal,1202,0.03
Tidal,1203,0.07
Tidal,1204,0.14
Tidal,1205,0.23
Tidal,1206,0.35
Tidal,1207,0.47
Tidal,1208,0.59
Tidal,1209,0.70
Tidal,1210,0.79
Tidal,1211,0.84
Tidal,1212,0.85
Tidal,1213,0.83
Tidal,1214,0.76
Tidal,1215,0.67
Tidal,1216,0.55
Tidal,1217,0.43
Tidal,1218,0.31
Tidal,1219,0.20
Tidal,1220,0.11
Tidal,1221,0.05
Tidal,1222,0.02
Tidal,1223,0.00
Tidal,1224,0.00
Tidal,1225,0.00
Tidal,1226,0.01
Tidal,1227,0.04
Tidal,1228,0.09
Tidal,1229,0.16
Tidal,1230,0.27
Tidal,1231,0.39
Tidal,1232,0.52
Tidal,1233,0.64
Tidal,1234,0.75
Tidal,1235,0.84
Tidal,1236,0.88
Tidal,1237,0.89
Tidal,1238,0.85
Tidal,1239,0.78
Tidal,1240,0.67
Tidal,1241,0.55
Tidal,1242,0.42
Tidal,1243,0.29
Tidal,1244,0.19
Tidal,1245,0.10
Tidal,1246,0.05
Tidal,1247,0.01
Tidal,1248,0.00
Tidal,1249,0.00
Tidal,1250,0.00
Tidal,1251,0.01
Tidal,1252,0.05
Tidal,1253,0.10
Tidal,1254,0.19
Tidal,1255,0.30
Tidal,1256,0.43
Tidal,1257,0.56
Tidal,1258,0.69
Tidal,1259,0.80
Tidal,1260,0.88
Tidal,1261,0.92
Tidal,1262,0.92
Tidal,1263,0.87
Tidal,1264,0.79
Tidal,1265,0.67
Tidal,1266,0.54
Tidal,1267,0.41
Tidal,1268,0.28
Tidal,1269,0.17
Tidal,1270,0.09
Tidal,1271,0.04
Tidal,1272,0.01
Tidal,1273,0.00
Tidal,1274,0.00
Tidal,1275,0.00
Tidal,1276,0.02
Tidal,1277,0.06
Tidal,1278,0.12
Tidal,1279,0.22
Tidal,1280,0.33
Tidal,1281,0.47
Tidal,1282,0.61
Tidal,1283,0.74
Tidal,1284,0.84
Tidal,1285,0.92
Tidal,1286,0.95
Tidal,1287,0.94
Tidal,1288,0.88
Tidal,1289,0.79
Tidal,1290,0.67
Tidal,1291,0.53
Tidal,1292,0.39
Tidal,1293,0.27
Tidal,1294,0.16
Tidal,1295,0.08
Tidal,1296,0.03
Tidal,1297,0.01
Tidal,1298,0.00
Tidal,1299,0.00
Tidal,1300,0.01
Tidal,1301,0.03
Tidal,1302,0.07
Tidal,1303,0.14
Tidal,1304,0.24
Tidal,1305,0.37
Tidal,1306,0.51
Tidal,1307,0.65
Tidal,1308,0.78
Tidal,1309,0.88
Tidal,1310,0.95
Tidal,1311,0.97
Tidal,1312,0.95
Tidal,1313,0.89
Tidal,1314,0.78
Tidal,1315,0.65
Tidal,1316,0.51
Tidal,1317,0.37
Tidal,1318,0.25
Tidal,1319,0.15
Tidal,1320,0.07
Tidal,1321,0.03
Tidal,1322,0.01
Tidal,1323,0.00
Tidal,1324,0.00
Tidal,1325,0.01
Tidal,1326,0.03
Tidal,1327,0.08
Tidal,1328,0.16
Tidal,1329,0.27
Tidal,1330,0.40
Tidal,1331,0.55
Tidal,1332,0.69
Tidal,1333,0.82
Tidal,1334,0.91
Tidal,1335,0.97
Tidal,1336,0.99
Tidal,1337,0.96
Tidal,1338,0.88
Tidal,1339,0.77
Tidal,1340,0.64
Tidal,1341,0.49
Tidal,1342,0.35
Tidal,1343,0.23
Tidal,1344,0.13
Tidal,1345,0.06
Tidal,1346,0.02
Tidal,1347,0.00
Tidal,1348,0.00
Tidal,1349,0.00
Tidal,1350,0.01
Tidal,1351,0.04
Tidal,1352,0.10
Tidal,1353,0.19
Tidal,1354,0.30
Tidal,1355,0.44
Tidal,1356,0.58
Tidal,1357,0.72
Tidal,1358,0.85
Tidal,1359,0.94
Tidal,1360,0.99
Tidal,1361,1.00
Tidal,1362,0.95
Tidal,1363,0.87
Tidal,1364,0.75
Tidal,1365,0.61
Tidal,1366,0.47
Tidal,1367,0.33
Tidal,1368,0.21
Tidal,1369,0.11
Tidal,1370,0.05
Tidal,1371,0.02
Tidal,1372,0.00
Tidal,1373,0.00
Tidal,1374,0.00
Tidal,1375,0.02
Tidal,1376,0.05
Tidal,1377,0.11
Tidal,1378,0.21
Tidal,1379,0.33
Tidal,1380,0.47
Tidal,1381,0.25
Tidal,1382,0.25
Tidal,1383,0.23
Tidal,1384,0.20
Tidal,1385,0.17
Tidal,1386,0.13
Tidal,1387,0.10
Tidal,1388,0.06
Tidal,1389,0.04
Tidal,1390,0.02
Tidal,1391,0.01
Tidal,1392,0.00
Tidal,1393,0.00
Tidal,1394,0.00
Tidal,1395,0.00
Tidal,1396,0.01
Tidal,1397,0.02
Tidal,1398,0.04
Tidal,1399,0.07
Tidal,1400,0.10
Tidal,1401,0.14
Tidal,1402,0.18
Tidal,1403,0.21
Tidal,1404,0.24
Tidal,1405,0.25
Tidal,1406,0.26
Tidal,1407,0.25
Tidal,1408,0.23
Tidal,1409,0.20
Tidal,1410,0.16
Tidal,1411,0.13
Tidal,1412,0.09
Tidal,1413,0.06
Tidal,1414,0.03
Tidal,1415,0.02
Tidal,1416,0.01
Tidal,1417,0.00
Tidal,1418,0.00
Tidal,1419,0.00
Tidal,1420,0.00
Tidal,1421,0.01
Tidal,1422,0.03
Tidal,1423,0.05
Tidal,1424,0.08
Tidal,1425,0.11
Tidal,1426,0.15
Tidal,1427,0.19
Tidal,1428,0.22
Tidal,1429,0.24
Tidal,1430,0.26
Tidal,1431,0.26
Tidal,1432,0.25
Tidal,1433,0.23
Tidal,1434,0.20
Tidal,1435,0.16
Tidal,1436,0.12
Tidal,1437,0.09
Tidal,1438,0.05
Tidal,1439,0.03
Tidal,1440,0.01
Tidal,1441,0.00
Tidal,1442,0.00
Tidal,1443,0.00
Tidal,1444,0.00
Tidal,1445,0.00
Tidal,1446,0.01
Tidal,1447,0.03
Tidal,1448,0.05
Tidal,1449,0.09
Tidal,1450,0.12
Tidal,1451,0.16
Tidal,1452,0.20
Tidal,1453,0.23
Tidal,1454,0.25
Tidal,1455,0.27
Tidal,1456,0.27
Tidal,1457,0.25
Tidal,1458,0.23
Tidal,1459,0.19
Tidal,1460,0.16
Tidal,1461,0.12
Tidal,1462,0.08
Tidal,1463,0.05
Tidal,1464,0.03
Tidal,1465,0.01
Tidal,1466,0.00
Tidal,1467,0.00
Tidal,1468,0.00
Tidal,1469,0.00
Tidal,1470,0.01
Tidal,1471,0.02
Tidal,1472,0.04
Tidal,1473,0.06
Tidal,1474,0.10
Tidal,1475,0.14
Tidal,1476,0.18
Tidal,1477,0.21
Tidal,1478,0.25
Tidal,1479,0.27
Tidal,1480,0.28
Tidal,1481,0.27
Tidal,1482,0.26
Tidal,1483,0.23
Tidal,1484,0.19
Tidal,1485,0.15
Tidal,1486,0.11
Tidal,1487,0.08
Tidal,1488,0.05
Tidal,1489,0.02
Tidal,1490,0.01
Tidal,1491,0.00
Tidal,1492,0.00
Tidal,1493,0.00
Tidal,1494,0.00
Tidal,1495,0.01
Tidal,1496,0.02
Tidal,1497,0.04
Tidal,1498,0.07
Tidal,1499,0.11
Tidal,1500,0.15
Tidal,1501,0.19
Tidal,1502,0.23
Tidal,1503,0.26
Tidal,1504,0.28
Tidal,1505,0.29
Tidal,1506,0.28
Tidal,1507,0.26
Tidal,1508,0.23
Tidal,1509,0.20
Tidal,1510,0.15
Tidal,1511,0.11
Tidal,1512,0.07
Tidal,1513,0.04
Tidal,1514,0.02
Tidal,1515,0.01
Tidal,1516,0.00
Tidal,1517,0.00
Tidal,1518,0.00
Tidal,1519,0.00
Tidal,1520,0.01
Tidal,1521,0.03
Tidal,1522,0.05
Tidal,1523,0.08
Tidal,1524,0.12
Tidal,1525,0.17
Tidal,1526,0.21
Tidal,1527,0.25
Tidal,1528,0.28
Tidal,1529,0.30
Tidal,1530,0.31
Tidal,1531,0.30
Tidal,1532,0.27
Tidal,1533,0.24
Tidal,1534,0.20
Tidal,1535,0.15
Tidal,1536,0.11
Tidal,1537,0.07
Tidal,1538,0.04
Tidal,1539,0.02
Tidal,1540,0.01
Tidal,1541,0.00
Tidal,1542,0.00
Tidal,1543,0.00
Tidal,1544,0.00
Tidal,1545,0.01
Tidal,1546,0.03
Tidal,1547,0.06
Tidal,1548,0.10
Tidal,1549,0.14
Tidal,1550,0.19
Tidal,1551,0.23
Tidal,1552,0.27
Tidal,1553,0.31
Tidal,1554,0.32
Tidal,1555,0.33
Tidal,1556,0.31
Tidal,1557,0.28
Tidal,1558,0.25
Tidal,1559,0.20
Tidal,1560,0.15
Tidal,1561,0.11
Tidal,1562,0.07
Tidal,1563,0.04
Tidal,1564,0.02
Tidal,1565,0.01
Tidal,1566,0.00
Tidal,1567,0.00
Tidal,1568,0.00
Tidal,1569,0.01
Tidal,1570,0.02
Tidal,1571,0.04
Tidal,1572,0.07
Tidal,1573,0.11
Tidal,1574,0.16
Tidal,1575,0.21
Tidal,1576,0.26
Tidal,1577,0.30
Tidal,1578,0.33
Tidal,1579,0.35
Tidal,1580,0.35
Tidal,1581,0.33
Tidal,1582,0.30
Tidal,1583,0.25
Tidal,1584,0.21
Tidal,1585,0.15
Tidal,1586,0.11
Tidal,1587,0.07
Tidal,1588,0.04
Tidal,1589,0.02
Tidal,1590,0.00
Tidal,1591,0.00
Tidal,1592,0.00
Tidal,1593,0.00
Tidal,1594,0.01
Tidal,1595,0.02
Tidal,1596,0.05
Tidal,1597,0.08
Tidal,1598,0.13
Tidal,1599,0.18
Tidal,1600,0.24
Tidal,1601,0.29
Tidal,1602,0.33
