technology,hour,value
WindOnshore,8225,0.55
WindOnshore,8226,0.55
WindOnshore,8227,0.99
WindOnshore,8228,0.49
WindOnshore,8229,0.60
WindOnshore,8230,0.78
WindOnshore,8231,0.30
WindOnshore,8232,0.53
WindOnshore,8233,0.43
WindOnshore,8234,0.60
WindOnshore,8235,0.20
WindOnshore,8236,0.29
WindOnshore,8237,0.36
WindOnshore,8238,0.53
WindOnshore,8239,0.65
WindOnshore,8240,0.67
WindOnshore,8241,0.93
WindOnshore,8242,0.40
WindOnshore,8243,0.54
WindOnshore,8244,0.15
WindOnshore,8245,0.46
WindOnshore,8246,0.03
WindOnshore,8247,0.07
WindOnshore,8248,0.20
WindOnshore,8249,0.28
WindOnshore,8250,0.10
WindOnshore,8251,0.10
WindOnshore,8252,0.13
WindOnshore,8253,0.10
WindOnshore,8254,0.13
WindOnshore,8255,0.21
WindOnshore,8256,0.23
WindOnshore,8257,0.33
WindOnshore,8258,0.28
WindOnshore,8259,0.53
WindOnshore,8260,0.61
WindOnshore,8261,0.54
WindOnshore,8262,0.31
WindOnshore,8263,0.51
WindOnshore,8264,0.67
WindOnshore,8265,0.78
WindOnshore,8266,0.90
WindOnshore,8267,1.00
WindOnshore,8268,0.99
WindOnshore,8269,0.97
WindOnshore,8270,0.98
WindOnshore,8271,1.00
WindOnshore,8272,0.85
WindOnshore,8273,0.77
WindOnshore,8274,0.85
WindOnshore,8275,0.73
WindOnshore,8276,0.84
WindOnshore,8277,0.88
WindOnshore,8278,0.88
WindOnshore,8279,0.84
WindOnshore,8280,0.85
WindOnshore,8281,0.86
WindOnshore,8282,0.76
WindOnshore,8283,0.73
WindOnshore,8284,0.78
WindOnshore,8285,0.84
WindOnshore,8286,0.91
WindOnshore,8287,0.88
WindOnshore,8288,0.51
WindOnshore,8289,0.70
WindOnshore,8290,0.29
WindOnshore,8291,0.31
WindOnshore,8292,0.27
WindOnshore,8293,0.03
WindOnshore,8294,0.04
WindOnshore,8295,0.22
WindOnshore,8296,0.11
WindOnshore,8297,0.19
WindOnshore,8298,0.34
WindOnshore,8299,0.90
WindOnshore,8300,0.97
WindOnshore,8301,1.00
WindOnshore,8302,1.00
WindOnshore,8303,1.00
WindOnshore,8304,1.00
WindOnshore,8305,1.00
WindOnshore,8306,0.98
WindOnshore,8307,0.97
WindOnshore,8308,1.00
WindOnshore,8309,0.88
WindOnshore,8310,1.00
WindOnshore,8311,0.99
WindOnshore,8312,0.99
WindOnshore,8313,1.02
WindOnshore,8314,0.53
WindOnshore,8315,0.72
WindOnshore,8316,0.98
WindOnshore,8317,0.75
WindOnshore,8318,0.97
WindOnshore,8319,0.88
WindOnshore,8320,0.96
WindOnshore,8321,0.95
WindOnshore,8322,1.00
WindOnshore,8323,0.95
WindOnshore,8324,0.66
WindOnshore,8325,0.85
WindOnshore,8326,0.96
WindOnshore,8327,0.93
WindOnshore,8328,0.93
WindOnshore,8329,1.00
WindOnshore,8330,1.00
WindOnshore,8331,1.00
WindOnshore,8332,1.00
WindOnshore,8333,1.01
WindOnshore,8334,1.02
WindOnshore,8335,1.02
WindOnshore,8336,1.02
WindOnshore,8337,1.00
WindOnshore,8338,1.00
WindOnshore,8339,1.00
WindOnshore,8340,1.00
WindOnshore,8341,1.00
WindOnshore,8342,1.00
WindOnshore,8343,1.00
WindOnshore,8344,1.00
WindOnshore,8345,1.00
WindOnshore,8346,1.00
WindOnshore,8347,1.00
WindOnshore,8348,1.00
WindOnshore,8349,1.00
WindOnshore,8350,1.00
WindOnshore,8351,1.00
WindOnshore,8352,1.00
WindOnshore,8353,1.00
WindOnshore,8354,1.00
WindOnshore,8355,1.00
WindOnshore,8356,1.00
WindOnshore,8357,1.00
WindOnshore,8358,1.00
WindOnshore,8359,0.99
WindOnshore,8360,0.90
WindOnshore,8361,0.97
WindOnshore,8362,0.56
WindOnshore,8363,0.63
WindOnshore,8364,0.45
WindOnshore,8365,0.49
WindOnshore,8366,0.43
WindOnshore,8367,0.31
WindOnshore,8368,0.15
WindOnshore,8369,0.22
WindOnshore,8370,0.17
WindOnshore,8371,0.23
WindOnshore,8372,0.26
WindOnshore,8373,0.20
WindOnshore,8374,0.14
WindOnshore,8375,0.00
WindOnshore,8376,0.00
WindOnshore,8377,0.00
WindOnshore,8378,0.32
WindOnshore,8379,0.71
WindOnshore,8380,0.78
WindOnshore,8381,0.65
WindOnshore,8382,0.79
WindOnshore,8383,0.63
WindOnshore,8384,0.75
WindOnshore,8385,0.61
WindOnshore,8386,0.54
WindOnshore,8387,0.63
WindOnshore,8388,0.61
WindOnshore,8389,0.60
WindOnshore,8390,0.65
WindOnshore,8391,0.70
WindOnshore,8392,0.63
WindOnshore,8393,0.69
WindOnshore,8394,0.36
WindOnshore,8395,0.47
WindOnshore,8396,0.61
WindOnshore,8397,0.42
WindOnshore,8398,0.52
WindOnshore,8399,0.42
WindOnshore,8400,0.14
WindOnshore,8401,0.09
WindOnshore,8402,0.15
WindOnshore,8403,0.04
WindOnshore,8404,0.00
WindOnshore,8405,0.07
WindOnshore,8406,0.04
WindOnshore,8407,0.07
WindOnshore,8408,0.04
WindOnshore,8409,0.03
WindOnshore,8410,0.01
WindOnshore,8411,0.03
WindOnshore,8412,0.02
WindOnshore,8413,0.05
WindOnshore,8414,0.06
WindOnshore,8415,0.03
WindOnshore,8416,0.06
WindOnshore,8417,0.04
WindOnshore,8418,0.04
WindOnshore,8419,0.05
WindOnshore,8420,0.03
WindOnshore,8421,0.05
WindOnshore,8422,0.01
WindOnshore,8423,0.00
WindOnshore,8424,0.00
WindOnshore,8425,0.00
WindOnshore,8426,0.00
WindOnshore,8427,0.00
WindOnshore,8428,0.00
WindOnshore,8429,0.00
WindOnshore,8430,0.00
WindOnshore,8431,0.00
WindOnshore,8432,0.00
WindOnshore,8433,0.00
WindOnshore,8434,0.00
WindOnshore,8435,0.00
WindOnshore,8436,0.00
WindOnshore,8437,0.00
WindOnshore,8438,0.00
WindOnshore,8439,0.00
WindOnshore,8440,0.00
WindOnshore,8441,0.00
WindOnshore,8442,0.00
WindOnshore,8443,0.00
WindOnshore,8444,0.00
WindOnshore,8445,0.00
WindOnshore,8446,0.00
WindOnshore,8447,0.00
WindOnshore,8448,0.00
WindOnshore,8449,0.00
WindOnshore,8450,0.00
WindOnshore,8451,0.00
WindOnshore,8452,0.00
WindOnshore,8453,0.00
WindOnshore,8454,0.00
WindOnshore,8455,0.00
WindOnshore,8456,0.00
WindOnshore,8457,0.00
WindOnshore,8458,0.00
WindOnshore,8459,0.00
WindOnshore,8460,0.00
WindOnshore,8461,0.00
WindOnshore,8462,0.00
WindOnshore,8463,0.00
WindOnshore,8464,0.00
WindOnshore,8465,0.00
WindOnshore,8466,0.00
WindOnshore,8467,0.00
WindOnshore,8468,0.00
WindOnshore,8469,0.00
WindOnshore,8470,0.00
WindOnshore,8471,0.00
WindOnshore,8472,0.01
WindOnshore,8473,0.01
WindOnshore,8474,0.00
WindOnshore,8475,0.00
WindOnshore,8476,0.00
WindOnshore,8477,0.03
WindOnshore,8478,0.08
WindOnshore,8479,0.03
WindOnshore,8480,0.00
WindOnshore,8481,0.02
WindOnshore,8482,0.02
WindOnshore,8483,0.04
WindOnshore,8484,0.04
WindOnshore,8485,0.00
WindOnshore,8486,0.00
WindOnshore,8487,0.00
WindOnshore,8488,0.00
WindOnshore,8489,0.00
WindOnshore,8490,0.00
WindOnshore,8491,0.00
WindOnshore,8492,0.00
WindOnshore,8493,0.00
WindOnshore,8494,0.00
WindOnshore,8495,0.01
WindOnshore,8496,0.04
WindOnshore,8497,0.03
WindOnshore,8498,0.03
WindOnshore,8499,0.02
WindOnshore,8500,0.01
WindOnshore,8501,0.01
WindOnshore,8502,0.03
WindOnshore,8503,0.03
WindOnshore,8504,0.05
WindOnshore,8505,0.07
WindOnshore,8506,0.09
WindOnshore,8507,0.12
WindOnshore,8508,0.08
WindOnshore,8509,0.06
WindOnshore,8510,0.06
WindOnshore,8511,0.08
WindOnshore,8512,0.10
WindOnshore,8513,0.11
WindOnshore,8514,0.13
WindOnshore,8515,0.15
WindOnshore,8516,0.13
WindOnshore,8517,0.12
WindOnshore,8518,0.16
WindOnshore,8519,0.22
WindOnshore,8520,0.26
WindOnshore,8521,0.33
WindOnshore,8522,0.34
WindOnshore,8523,0.33
WindOnshore,8524,0.30
WindOnshore,8525,0.24
WindOnshore,8526,0.28
WindOnshore,8527,0.32
WindOnshore,8528,0.35
WindOnshore,8529,0.35
WindOnshore,8530,0.35
WindOnshore,8531,0.29
WindOnshore,8532,0.23
WindOnshore,8533,0.28
WindOnshore,8534,0.21
WindOnshore,8535,0.20
WindOnshore,8536,0.29
WindOnshore,8537,0.25
WindOnshore,8538,0.25
WindOnshore,8539,0.25
WindOnshore,8540,0.25
WindOnshore,8541,0.28
WindOnshore,8542,0.25
WindOnshore,8543,0.26
WindOnshore,8544,0.23
WindOnshore,8545,0.21
WindOnshore,8546,0.12
WindOnshore,8547,0.08
WindOnshore,8548,0.10
WindOnshore,8549,0.14
WindOnshore,8550,0.07
WindOnshore,8551,0.05
WindOnshore,8552,0.08
WindOnshore,8553,0.13
WindOnshore,8554,0.27
WindOnshore,8555,0.38
WindOnshore,8556,0.41
WindOnshore,8557,0.57
WindOnshore,8558,0.51
WindOnshore,8559,0.59
WindOnshore,8560,0.64
WindOnshore,8561,0.42
WindOnshore,8562,0.45
WindOnshore,8563,0.33
WindOnshore,8564,0.35
WindOnshore,8565,0.50
WindOnshore,8566,0.53
WindOnshore,8567,0.40
WindOnshore,8568,0.36
WindOnshore,8569,0.23
WindOnshore,8570,0.15
WindOnshore,8571,0.12
WindOnshore,8572,0.23
WindOnshore,8573,0.38
WindOnshore,8574,0.15
WindOnshore,8575,0.36
WindOnshore,8576,0.53
WindOnshore,8577,0.48
WindOnshore,8578,0.42
WindOnshore,8579,0.41
WindOnshore,8580,0.41
WindOnshore,8581,0.53
WindOnshore,8582,0.62
WindOnshore,8583,0.70
WindOnshore,8584,0.81
WindOnshore,8585,0.90
WindOnshore,8586,0.91
WindOnshore,8587,0.93
WindOnshore,8588,0.93
WindOnshore,8589,0.91
WindOnshore,8590,0.91
WindOnshore,8591,0.81
WindOnshore,8592,0.78
WindOnshore,8593,0.83
WindOnshore,8594,0.91
WindOnshore,8595,0.83
WindOnshore,8596,0.87
WindOnshore,8597,0.83
WindOnshore,8598,0.84
WindOnshore,8599,0.81
WindOnshore,8600,0.87
WindOnshore,8601,0.90
WindOnshore,8602,0.92
WindOnshore,8603,0.93
WindOnshore,8604,0.96
WindOnshore,8605,0.90
WindOnshore,8606,0.77
WindOnshore,8607,0.90
WindOnshore,8608,0.91
WindOnshore,8609,0.91
WindOnshore,8610,0.96
WindOnshore,8611,0.99
WindOnshore,8612,0.99
WindOnshore,8613,0.99
WindOnshore,8614,0.98
WindOnshore,8615,0.97
WindOnshore,8616,0.96
WindOnshore,8617,0.97
WindOnshore,8618,0.97
WindOnshore,8619,0.93
WindOnshore,8620,0.92
WindOnshore,8621,0.80
WindOnshore,8622,0.78
WindOnshore,8623,0.79
WindOnshore,8624,0.87
WindOnshore,8625,0.90
WindOnshore,8626,0.88
WindOnshore,8627,0.90
WindOnshore,8628,0.91
WindOnshore,8629,0.83
WindOnshore,8630,0.77
WindOnshore,8631,0.70
WindOnshore,8632,0.62
WindOnshore,8633,0.59
WindOnshore,8634,0.60
WindOnshore,8635,0.51
WindOnshore,8636,0.39
WindOnshore,8637,0.45
WindOnshore,8638,0.44
WindOnshore,8639,0.48
WindOnshore,8640,0.57
WindOnshore,8641,0.56
WindOnshore,8642,0.48
WindOnshore,8643,0.55
WindOnshore,8644,0.39
WindOnshore,8645,0.36
WindOnshore,8646,0.38
WindOnshore,8647,0.34
WindOnshore,8648,0.20
WindOnshore,8649,0.20
WindOnshore,8650,0.21
WindOnshore,8651,0.15
WindOnshore,8652,0.21
WindOnshore,8653,0.11
WindOnshore,8654,0.03
WindOnshore,8655,0.03
WindOnshore,8656,0.03
WindOnshore,8657,0.01
WindOnshore,8658,0.03
WindOnshore,8659,0.07
WindOnshore,8660,0.03
WindOnshore,8661,0.02
WindOnshore,8662,0.02
WindOnshore,8663,0.02
WindOnshore,8664,0.00
WindOnshore,8665,0.07
WindOnshore,8666,0.00
WindOnshore,8667,0.00
WindOnshore,8668,0.00
WindOnshore,8669,0.06
WindOnshore,8670,0.04
WindOnshore,8671,0.17
WindOnshore,8672,0.17
WindOnshore,8673,0.19
WindOnshore,8674,0.20
WindOnshore,8675,0.13
WindOnshore,8676,0.00
WindOnshore,8677,0.03
WindOnshore,8678,0.00
WindOnshore,8679,0.03
WindOnshore,8680,0.00
WindOnshore,8681,0.00
WindOnshore,8682,0.00
WindOnshore,8683,0.00
WindOnshore,8684,0.00
WindOnshore,8685,0.00
WindOnshore,8686,0.01
WindOnshore,8687,0.02
WindOnshore,8688,0.01
WindOnshore,8689,0.02
WindOnshore,8690,0.21
WindOnshore,8691,0.09
WindOnshore,8692,0.18
WindOnshore,8693,0.26
WindOnshore,8694,0.38
WindOnshore,8695,0.51
WindOnshore,8696,0.53
WindOnshore,8697,0.62
WindOnshore,8698,0.79
WindOnshore,8699,0.92
WindOnshore,8700,0.97
WindOnshore,8701,0.96
WindOnshore,8702,1.01
WindOnshore,8703,0.97
WindOnshore,8704,0.96
WindOnshore,8705,1.00
WindOnshore,8706,0.97
WindOnshore,8707,0.88
WindOnshore,8708,0.86
WindOnshore,8709,0.99
WindOnshore,8710,0.97
WindOnshore,8711,0.88
WindOnshore,8712,1.00
WindOnshore,8713,1.00
WindOnshore,8714,0.97
WindOnshore,8715,0.93
WindOnshore,8716,0.92
WindOnshore,8717,0.98
WindOnshore,8718,0.90
WindOnshore,8719,0.94
WindOnshore,8720,0.90
WindOnshore,8721,0.77
WindOnshore,8722,0.77
WindOnshore,8723,0.93
WindOnshore,8724,0.97
WindOnshore,8725,0.78
WindOnshore,8726,0.53
WindOnshore,8727,0.68
WindOnshore,8728,0.72
WindOnshore,8729,0.56
WindOnshore,8730,0.75
WindOnshore,8731,0.61
WindOnshore,8732,0.50
WindOnshore,8733,0.22
WindOnshore,8734,0.06
WindOnshore,8735,0.07
WindOnshore,8736,0.12
WindOnshore,8737,0.07
WindOnshore,8738,0.01
WindOnshore,8739,0.00
WindOnshore,8740,0.00
WindOnshore,8741,0.00
WindOnshore,8742,0.00
WindOnshore,8743,0.01
WindOnshore,8744,0.00
WindOnshore,8745,0.03
WindOnshore,8746,0.03
WindOnshore,8747,0.06
WindOnshore,8748,0.03
WindOnshore,8749,0.00
WindOnshore,8750,0.13
WindOnshore,8751,0.42
WindOnshore,8752,0.40
WindOnshore,8753,0.89
WindOnshore,8754,0.95
WindOnshore,8755,0.85
WindOnshore,8756,0.66
WindOnshore,8757,0.38
WindOnshore,8758,0.34
WindOnshore,8759,0.29
WindOnshore,8760,0.43
SolarPV,1,0.00
SolarPV,2,0.00
SolarPV,3,0.00
SolarPV,4,0.00
SolarPV,5,0.00
SolarPV,6,0.00
SolarPV,7,0.00
SolarPV,8,0.00
SolarPV,9,0.00
SolarPV,10,0.01
SolarPV,11,0.07
SolarPV,12,0.14
SolarPV,13,0.20
SolarPV,14,0.18
SolarPV,15,0.09
SolarPV,16,0.01
SolarPV,17,0.00
SolarPV,18,0.00
SolarPV,19,0.00
SolarPV,20,0.00
SolarPV,21,0.00
SolarPV,22,0.00
SolarPV,23,0.00
SolarPV,24,0.00
SolarPV,25,0.00
SolarPV,26,0.00
SolarPV,27,0.00
SolarPV,28,0.00
SolarPV,29,0.00
SolarPV,30,0.00
SolarPV,31,0.00
SolarPV,32,0.00
SolarPV,33,0.00
SolarPV,34,0.01
SolarPV,35,0.03
SolarPV,36,0.05
SolarPV,37,0.06
SolarPV,38,0.04
SolarPV,39,0.02
SolarPV,40,0.00
SolarPV,41,0.00
SolarPV,42,0.00
SolarPV,43,0.00
SolarPV,44,0.00
SolarPV,45,0.00
SolarPV,46,0.00
SolarPV,47,0.00
SolarPV,48,0.00
SolarPV,49,0.00
SolarPV,50,0.00
SolarPV,51,0.00
SolarPV,52,0.00
SolarPV,53,0.00
SolarPV,54,0.00
SolarPV,55,0.00
SolarPV,56,0.00
SolarPV,57,0.00
SolarPV,58,0.00
SolarPV,59,0.02
SolarPV,60,0.03
SolarPV,61,0.04
SolarPV,62,0.04
SolarPV,63,0.02
SolarPV,64,0.00
SolarPV,65,0.00
SolarPV,66,0.00
SolarPV,67,0.00
SolarPV,68,0.00
SolarPV,69,0.00
SolarPV,70,0.00
SolarPV,71,0.00
SolarPV,72,0.00
SolarPV,73,0.00
SolarPV,74,0.00
SolarPV,75,0.00
SolarPV,76,0.00
SolarPV,77,0.00
SolarPV,78,0.00
SolarPV,79,0.00
SolarPV,80,0.00
SolarPV,81,0.00
SolarPV,82,0.01
SolarPV,83,0.04
SolarPV,84,0.06
SolarPV,85,0.07
SolarPV,86,0.05
SolarPV,87,0.02
SolarPV,88,0.00
SolarPV,89,0.00
SolarPV,90,0.00
SolarPV,91,0.00
SolarPV,92,0.00
SolarPV,93,0.00
SolarPV,94,0.00
SolarPV,95,0.00
SolarPV,96,0.00
SolarPV,97,0.00
SolarPV,98,0.00
SolarPV,99,0.00
SolarPV,100,0.00
SolarPV,101,0.00
SolarPV,102,0.00
SolarPV,103,0.00
SolarPV,104,0.00
SolarPV,105,0.00
SolarPV,106,0.00
SolarPV,107,0.01
SolarPV,108,0.02
SolarPV,109,0.02
SolarPV,110,0.01
SolarPV,111,0.00
SolarPV,112,0.00
SolarPV,113,0.00
SolarPV,114,0.00
SolarPV,115,0.00
SolarPV,116,0.00
SolarPV,117,0.00
SolarPV,118,0.00
SolarPV,119,0.00
SolarPV,120,0.00
SolarPV,121,0.00
SolarPV,122,0.00
SolarPV,123,0.00
SolarPV,124,0.00
SolarPV,125,0.00
SolarPV,126,0.00
SolarPV,127,0.00
SolarPV,128,0.00
SolarPV,129,0.00
SolarPV,130,0.03
SolarPV,131,0.13
SolarPV,132,0.21
SolarPV,133,0.20
SolarPV,134,0.18
SolarPV,135,0.06
SolarPV,136,0.01
SolarPV,137,0.00
SolarPV,138,0.00
SolarPV,139,0.00
SolarPV,140,0.00
SolarPV,141,0.00
SolarPV,142,0.00
SolarPV,143,0.00
SolarPV,144,0.00
SolarPV,145,0.00
SolarPV,146,0.00
SolarPV,147,0.00
SolarPV,148,0.00
SolarPV,149,0.00
SolarPV,150,0.00
SolarPV,151,0.00
SolarPV,152,0.00
SolarPV,153,0.00
SolarPV,154,0.00
SolarPV,155,0.02
SolarPV,156,0.05
SolarPV,157,0.08
SolarPV,158,0.07
SolarPV,159,0.03
SolarPV,160,0.01
SolarPV,161,0.00
SolarPV,162,0.00
SolarPV,163,0.00
SolarPV,164,0.00
SolarPV,165,0.00
SolarPV,166,0.00
SolarPV,167,0.00
SolarPV,168,0.00
SolarPV,169,0.00
SolarPV,170,0.00
SolarPV,171,0.00
SolarPV,172,0.00
SolarPV,173,0.00
SolarPV,174,0.00
SolarPV,175,0.00
SolarPV,176,0.00
SolarPV,177,0.00
SolarPV,178,0.01
SolarPV,179,0.08
SolarPV,180,0.12
SolarPV,181,0.11
SolarPV,182,0.08
SolarPV,183,0.04
SolarPV,184,0.00
SolarPV,185,0.00
SolarPV,186,0.00
SolarPV,187,0.00
SolarPV,188,0.00
SolarPV,189,0.00
SolarPV,190,0.00
SolarPV,191,0.00
SolarPV,192,0.00
SolarPV,193,0.00
SolarPV,194,0.00
SolarPV,195,0.00
SolarPV,196,0.00
SolarPV,197,0.00
SolarPV,198,0.00
SolarPV,199,0.00
SolarPV,200,0.00
SolarPV,201,0.00
SolarPV,202,0.02
SolarPV,203,0.04
SolarPV,204,0.04
SolarPV,205,0.04
SolarPV,206,0.02
SolarPV,207,0.00
SolarPV,208,0.00
SolarPV,209,0.00
SolarPV,210,0.00
SolarPV,211,0.00
SolarPV,212,0.00
SolarPV,213,0.00
SolarPV,214,0.00
SolarPV,215,0.00
SolarPV,216,0.00
SolarPV,217,0.00
SolarPV,218,0.00
SolarPV,219,0.00
SolarPV,220,0.00
SolarPV,221,0.00
SolarPV,222,0.00
SolarPV,223,0.00
SolarPV,224,0.00
SolarPV,225,0.00
SolarPV,226,0.01
SolarPV,227,0.05
SolarPV,228,0.07
SolarPV,229,0.11
SolarPV,230,0.10
SolarPV,231,0.04
SolarPV,232,0.00
SolarPV,233,0.00
SolarPV,234,0.00
SolarPV,235,0.00
SolarPV,236,0.00
SolarPV,237,0.00
SolarPV,238,0.00
SolarPV,239,0.00
SolarPV,240,0.00
SolarPV,241,0.00
SolarPV,242,0.00
SolarPV,243,0.00
SolarPV,244,0.00
SolarPV,245,0.00
SolarPV,246,0.00
SolarPV,247,0.00
SolarPV,248,0.00
SolarPV,249,0.00
SolarPV,250,0.01
SolarPV,251,0.05
SolarPV,252,0.09
SolarPV,253,0.12
SolarPV,254,0.06
SolarPV,255,0.03
SolarPV,256,0.01
SolarPV,257,0.00
SolarPV,258,0.00
SolarPV,259,0.00
SolarPV,260,0.00
SolarPV,261,0.00
SolarPV,262,0.00
SolarPV,263,0.00
SolarPV,264,0.00
SolarPV,265,0.00
SolarPV,266,0.00
SolarPV,267,0.00
SolarPV,268,0.00
SolarPV,269,0.00
SolarPV,270,0.00
SolarPV,271,0.00
SolarPV,272,0.00
SolarPV,273,0.00
SolarPV,274,0.00
SolarPV,275,0.01
SolarPV,276,0.01
SolarPV,277,0.00
SolarPV,278,0.00
SolarPV,279,0.00
SolarPV,280,0.00
SolarPV,281,0.00
SolarPV,282,0.00
SolarPV,283,0.00
SolarPV,284,0.00
SolarPV,285,0.00
SolarPV,286,0.00
SolarPV,287,0.00
SolarPV,288,0.00
SolarPV,289,0.00
SolarPV,290,0.00
SolarPV,291,0.00
SolarPV,292,0.00
SolarPV,293,0.00
SolarPV,294,0.00
SolarPV,295,0.00
SolarPV,296,0.00
SolarPV,297,0.00
SolarPV,298,0.01
SolarPV,299,0.04
SolarPV,300,0.06
SolarPV,301,0.08
SolarPV,302,0.08
SolarPV,303,0.03
SolarPV,304,0.00
SolarPV,305,0.00
SolarPV,306,0.00
SolarPV,307,0.00
SolarPV,308,0.00
SolarPV,309,0.00
SolarPV,310,0.00
SolarPV,311,0.00
SolarPV,312,0.00
SolarPV,313,0.00
SolarPV,314,0.00
SolarPV,315,0.00
SolarPV,316,0.00
SolarPV,317,0.00
SolarPV,318,0.00
SolarPV,319,0.00
SolarPV,320,0.00
SolarPV,321,0.00
SolarPV,322,0.00
SolarPV,323,0.03
SolarPV,324,0.07
SolarPV,325,0.11
SolarPV,326,0.08
SolarPV,327,0.02
SolarPV,328,0.00
SolarPV,329,0.00
SolarPV,330,0.00
SolarPV,331,0.00
SolarPV,332,0.00
SolarPV,333,0.00
SolarPV,334,0.00
SolarPV,335,0.00
SolarPV,336,0.00
SolarPV,337,0.00
SolarPV,338,0.00
SolarPV,339,0.00
SolarPV,340,0.00
SolarPV,341,0.00
SolarPV,342,0.00
SolarPV,343,0.00
SolarPV,344,0.00
SolarPV,345,0.00
SolarPV,346,0.00
SolarPV,347,0.01
SolarPV,348,0.05
SolarPV,349,0.04
SolarPV,350,0.04
SolarPV,351,0.03
SolarPV,352,0.01
SolarPV,353,0.00
SolarPV,354,0.00
SolarPV,355,0.00
SolarPV,356,0.00
SolarPV,357,0.00
SolarPV,358,0.00
SolarPV,359,0.00
SolarPV,360,0.00
SolarPV,361,0.00
SolarPV,362,0.00
SolarPV,363,0.00
SolarPV,364,0.00
SolarPV,365,0.00
SolarPV,366,0.00
SolarPV,367,0.00
SolarPV,368,0.00
SolarPV,369,0.00
SolarPV,370,0.01
SolarPV,371,0.04
SolarPV,372,0.07
SolarPV,373,0.05
SolarPV,374,0.05
SolarPV,375,0.02
SolarPV,376,0.00
SolarPV,377,0.00
SolarPV,378,0.00
SolarPV,379,0.00
SolarPV,380,0.00
SolarPV,381,0.00
SolarPV,382,0.00
SolarPV,383,0.00
SolarPV,384,0.00
SolarPV,385,0.00
SolarPV,386,0.00
SolarPV,387,0.00
SolarPV,388,0.00
SolarPV,389,0.00
SolarPV,390,0.00
SolarPV,391,0.00
SolarPV,392,0.00
SolarPV,393,0.00
SolarPV,394,0.05
SolarPV,395,0.19
SolarPV,396,0.28
SolarPV,397,0.23
SolarPV,398,0.11
SolarPV,399,0.04
SolarPV,400,0.01
SolarPV,401,0.00
SolarPV,402,0.00
SolarPV,403,0.00
SolarPV,404,0.00
SolarPV,405,0.00
SolarPV,406,0.00
SolarPV,407,0.00
SolarPV,408,0.00
SolarPV,409,0.00
SolarPV,410,0.00
SolarPV,411,0.00
SolarPV,412,0.00
SolarPV,413,0.00
SolarPV,414,0.00
SolarPV,415,0.00
SolarPV,416,0.00
SolarPV,417,0.00
SolarPV,418,0.03
SolarPV,419,0.07
SolarPV,420,0.08
SolarPV,421,0.07
SolarPV,422,0.05
SolarPV,423,0.03
SolarPV,424,0.01
SolarPV,425,0.00
SolarPV,426,0.00
SolarPV,427,0.00
SolarPV,428,0.00
SolarPV,429,0.00
SolarPV,430,0.00
SolarPV,431,0.00
SolarPV,432,0.00
SolarPV,433,0.00
SolarPV,434,0.00
SolarPV,435,0.00
SolarPV,436,0.00
SolarPV,437,0.00
SolarPV,438,0.00
SolarPV,439,0.00
SolarPV,440,0.00
SolarPV,441,0.00
SolarPV,442,0.04
SolarPV,443,0.13
SolarPV,444,0.24
SolarPV,445,0.28
SolarPV,446,0.25
SolarPV,447,0.16
SolarPV,448,0.04
SolarPV,449,0.00
SolarPV,450,0.00
SolarPV,451,0.00
SolarPV,452,0.00
SolarPV,453,0.00
SolarPV,454,0.00
SolarPV,455,0.00
SolarPV,456,0.00
SolarPV,457,0.00
SolarPV,458,0.00
SolarPV,459,0.00
SolarPV,460,0.00
SolarPV,461,0.00
SolarPV,462,0.00
SolarPV,463,0.00
SolarPV,464,0.00
SolarPV,465,0.00
SolarPV,466,0.04
SolarPV,467,0.13
SolarPV,468,0.22
SolarPV,469,0.24
SolarPV,470,0.23
SolarPV,471,0.12
SolarPV,472,0.02
SolarPV,473,0.00
SolarPV,474,0.00
SolarPV,475,0.00
SolarPV,476,0.00
SolarPV,477,0.00
SolarPV,478,0.00
SolarPV,479,0.00
SolarPV,480,0.00
SolarPV,481,0.00
SolarPV,482,0.00
SolarPV,483,0.00
SolarPV,484,0.00
SolarPV,485,0.00
SolarPV,486,0.00
SolarPV,487,0.00
SolarPV,488,0.00
SolarPV,489,0.00
SolarPV,490,0.00
SolarPV,491,0.02
SolarPV,492,0.02
SolarPV,493,0.02
SolarPV,494,0.01
SolarPV,495,0.00
SolarPV,496,0.00
SolarPV,497,0.00
SolarPV,498,0.00
SolarPV,499,0.00
SolarPV,500,0.00
SolarPV,501,0.00
SolarPV,502,0.00
SolarPV,503,0.00
SolarPV,504,0.00
SolarPV,505,0.00
SolarPV,506,0.00
SolarPV,507,0.00
SolarPV,508,0.00
SolarPV,509,0.00
SolarPV,510,0.00
SolarPV,511,0.00
SolarPV,512,0.00
SolarPV,513,0.00
SolarPV,514,0.01
SolarPV,515,0.04
SolarPV,516,0.08
SolarPV,517,0.09
SolarPV,518,0.06
SolarPV,519,0.04
SolarPV,520,0.01
SolarPV,521,0.00
SolarPV,522,0.00
SolarPV,523,0.00
SolarPV,524,0.00
SolarPV,525,0.00
SolarPV,526,0.00
SolarPV,527,0.00
SolarPV,528,0.00
SolarPV,529,0.00
SolarPV,530,0.00
SolarPV,531,0.00
SolarPV,532,0.00
SolarPV,533,0.00
SolarPV,534,0.00
SolarPV,535,0.00
SolarPV,536,0.00
SolarPV,537,0.00
SolarPV,538,0.03
SolarPV,539,0.07
SolarPV,540,0.08
