Hour,Fuel,Value
149,FireWood,-0.0
149,Gas,-0.0
150,Power,-0.0
150,Heat,-0.0
150,Mobility,-0.0
150,Cooking,-0.0
150,Diesel,-0.0
150,FireWood,-0.0
150,Gas,-0.0
151,Power,-0.0
151,Heat,-0.0
151,Mobility,-0.0
151,Cooking,-0.0
151,Diesel,-0.0
151,FireWood,-0.0
151,Gas,-0.0
152,Power,-0.0
152,Heat,-0.0
152,Mobility,-0.0
152,Cooking,-0.0
152,Diesel,-0.0
152,FireWood,-0.0
152,Gas,-0.0
153,Power,-0.0
153,Heat,-0.0
153,Mobility,-0.0
153,Cooking,-0.0
153,Diesel,-0.0
153,FireWood,-0.0
153,Gas,-0.0
154,Power,-0.0
154,Heat,-0.0
154,Mobility,-0.0
154,Cooking,-0.0
154,Diesel,-0.0
154,FireWood,-0.0
154,Gas,-0.0
155,Power,-0.0
155,Heat,-0.0
155,Mobility,-0.0
155,Cooking,-0.0
155,Diesel,-0.0
155,FireWood,-0.0
155,Gas,-0.0
156,Power,-0.0
156,Heat,-0.0
156,Mobility,-0.0
156,Cooking,-0.0
156,Diesel,-0.0
156,FireWood,-0.0
156,Gas,-0.0
157,Power,-0.0
157,Heat,-0.0
157,Mobility,-0.0
157,Cooking,-0.0
157,Diesel,-0.0
157,FireWood,-0.0
157,Gas,-0.0
158,Power,-0.0
158,Heat,-0.0
158,Mobility,-0.0
158,Cooking,-0.0
158,Diesel,-0.0
158,FireWood,-0.0
158,Gas,-0.0
159,Power,-0.0
159,Heat,-0.0
159,Mobility,-0.0
159,Cooking,-0.0
159,Diesel,-0.0
159,FireWood,-0.0
159,Gas,-0.0
160,Power,-0.0
160,Heat,-0.0
160,Mobility,-0.0
160,Cooking,-0.0
160,Diesel,-0.0
160,FireWood,-0.0
160,Gas,-0.0
161,Power,-0.0
161,Heat,-0.0
161,Mobility,-0.0
161,Cooking,-0.0
161,Diesel,-0.0
161,FireWood,-0.0
161,Gas,-0.0
162,Power,-0.0
162,Heat,-0.0
162,Mobility,-0.0
162,Cooking,-0.0
162,Diesel,-0.0
162,FireWood,-0.0
162,Gas,-0.0
163,Power,-0.0
163,Heat,-0.0
163,Mobility,-0.0
163,Cooking,-0.0
163,Diesel,-0.0
163,FireWood,-0.0
163,Gas,-0.0
164,Power,-0.0
164,Heat,-0.0
164,Mobility,-0.0
164,Cooking,-0.0
164,Diesel,-0.0
164,FireWood,-0.0
164,Gas,-0.0
165,Power,-0.0
165,Heat,-0.0
165,Mobility,-0.0
165,Cooking,-0.0
165,Diesel,-0.0
165,FireWood,-0.0
165,Gas,-0.0
166,Power,-0.0
166,Heat,-0.0
