technology,hour,value
SolarPV,5,0.139369627
SolarPV,6,0.110937776
SolarPV,25,0.141125898
SolarPV,26,0.432672063
SolarPV,27,0.610958058
SolarPV,28,0.66552206
SolarPV,29,0.660112649
SolarPV,30,0.583265991
SolarPV,31,0.516056559
SolarPV,32,0.385748395
SolarPV,33,0.19391809
SolarPV,34,0.040535954
SolarPV,47,0.032849749
SolarPV,48,0.238327859
SolarPV,49,0.394312266
SolarPV,50,0.522716213
SolarPV,51,0.656952466
SolarPV,52,0.681242268
SolarPV,53,0.681690179
SolarPV,54,0.630632316
SolarPV,55,0.538815486
SolarPV,56,0.490678228
SolarPV,57,0.282076813
SolarPV,58,0.178628999
SolarPV,71,0.031562936
SolarPV,72,0.17063683
SolarPV,73,0.374612405
SolarPV,74,0.526039302
SolarPV,75,0.652431874
SolarPV,76,0.704
SolarPV,77,0.675862
SolarPV,78,0.674066381
SolarPV,79,0.562773412
SolarPV,80,0.427728738
SolarPV,81,0.194481293
SolarPV,98,0.027045788
SolarPV,99,0.022507579
SolarPV,100,0.083057526
SolarPV,101,0.098291135
SolarPV,102,0.226241238
SolarPV,103,0.184877338
SolarPV,104,0.061381129
HydroPower,1,0.581638096
HydroPower,2,0.491302426
HydroPower,3,0.230026276
HydroPower,4,0.989828027
HydroPower,5,0.871151847
HydroPower,6,0.788351964
HydroPower,7,0.467732527
HydroPower,8,0.398502188
HydroPower,9,0.534635367
HydroPower,10,0.712260877
HydroPower,11,0.096039782
HydroPower,12,0.364074327
HydroPower,13,0.599871042
HydroPower,14,0.841954289
HydroPower,15,0.043386213
HydroPower,16,0.068272177
HydroPower,17,0.077041033
HydroPower,18,0.106847987
HydroPower,19,0.060333685
HydroPower,20,0.635128054
HydroPower,21,0.001168239
HydroPower,22,0.300784114
HydroPower,23,0.251654146
HydroPower,24,0.451727596
HydroPower,25,0.469904832
HydroPower,26,0.931760047
HydroPower,27,0.195884019
HydroPower,28,0.371923063
HydroPower,29,0.277877931
HydroPower,30,0.335432594
HydroPower,31,0.505174634
HydroPower,32,0.315663945
HydroPower,33,0.476970609
HydroPower,34,0.441197169
HydroPower,35,0.299763457
HydroPower,36,0.665034711
HydroPower,37,0.206475734
HydroPower,38,0.576430423
HydroPower,39,0.076654018
HydroPower,40,0.339110718
HydroPower,41,0.0437873
HydroPower,42,0.627723637
HydroPower,43,0.17602979
HydroPower,44,0.629562184
HydroPower,45,0.446912875
HydroPower,46,0.764343817
HydroPower,47,0.039061002
HydroPower,48,0.440557468
HydroPower,49,0.287552436
HydroPower,50,0.340946101
HydroPower,51,0.798141415
HydroPower,52,0.090159672
HydroPower,53,0.217457513
HydroPower,54,0.776034369
HydroPower,55,0.586372306
HydroPower,56,0.66439905
HydroPower,57,0.76264399
HydroPower,58,0.900225382
HydroPower,59,0.639280817
HydroPower,60,0.442975597
HydroPower,61,0.775657446
HydroPower,62,0.070249658
HydroPower,63,0.890894281
HydroPower,64,0.181815365
HydroPower,65,0.936516341
HydroPower,66,0.993824375
HydroPower,67,0.47830416
HydroPower,68,0.846362636
HydroPower,69,0.210107185
HydroPower,70,0.352335325
HydroPower,71,0.237437343
HydroPower,72,0.732405507
HydroPower,73,0.331307395
HydroPower,74,0.455484398
HydroPower,75,0.918266963
HydroPower,76,0.829281155
HydroPower,77,0.984748766
HydroPower,78,0.951763189
HydroPower,79,0.779021217
HydroPower,80,0.810933805
HydroPower,81,0.727171317
HydroPower,82,0.600046559
HydroPower,83,0.952946187
HydroPower,84,0.616493812
HydroPower,85,0.680742841
HydroPower,86,0.749636347
HydroPower,87,0.241035414
HydroPower,88,0.081452063
HydroPower,89,0.379601274
HydroPower,90,0.024795653
HydroPower,91,0.792236999
HydroPower,92,0.300417277
HydroPower,93,0.860138768
HydroPower,94,0.967853902
HydroPower,95,0.814161901
HydroPower,96,0.881645891
HydroPower,97,0.995028894
HydroPower,98,0.556581099
HydroPower,99,0.209520368
HydroPower,100,0.128756256
HydroPower,101,0.154856137
HydroPower,102,0.807517901
HydroPower,103,0.177694667
HydroPower,104,0.634914802
HydroPower,105,0.447655255
HydroPower,106,0.530484883
HydroPower,107,0.114854098
HydroPower,108,0.87514303
HydroPower,109,0.82204744
HydroPower,110,0.583156388
HydroPower,111,0.444141708
HydroPower,112,0.137288772
HydroPower,113,0.43827532
HydroPower,114,0.253619837
HydroPower,115,0.922962149
HydroPower,116,0.640981883
HydroPower,117,0.00906842
HydroPower,118,0.017302543
HydroPower,119,0.30557453
HydroPower,120,0.988295113
