Hour,Fuel,Value
621,Gas,23.489988911999998
622,Gas,10.32507477
623,Gas,4.830749394
630,Gas,3.12761049
631,Gas,5.573437398
632,Gas,13.191952428
633,Gas,16.319562918
634,Gas,15.637870374
635,Gas,5.573437398
636,Gas,15.637870374
637,Gas,14.95617783
638,Gas,14.95617783
639,Gas,9.382740432
640,Gas,4.490995578
641,Gas,3.12761049
642,Gas,13.784518770000002
643,Gas,26.642270699999997
644,Gas,26.642270699999997
645,Gas,25.480898934000002
646,Gas,11.818280046
647,Gas,5.32845414
654,Gas,3.12761049
655,Gas,5.573437398
656,Gas,13.191952428
657,Gas,16.319562918
658,Gas,15.637870374
659,Gas,5.573437398
660,Gas,15.637870374
661,Gas,14.95617783
662,Gas,14.95617783
663,Gas,9.382740432
664,Gas,4.490995578
665,Gas,3.12761049
666,Gas,13.784518770000002
667,Gas,26.642270699999997
668,Gas,26.642270699999997
669,Gas,25.480898934000002
670,Gas,11.818280046
671,Gas,5.32845414
678,Gas,2.83537851
679,Gas,5.281296456
680,Gas,11.731247718
681,Gas,14.566626228
682,Gas,14.177074626000001
683,Gas,5.281296456
684,Gas,14.177074626000001
685,Gas,13.787614062000001
686,Gas,13.787614062000001
687,Gas,8.506226568
688,Gas,3.614481714
689,Gas,2.83537851
690,Gas,12.496877298000001
691,Gas,24.153564894
692,Gas,24.153564894
693,Gas,23.489988911999998
694,Gas,10.32507477
695,Gas,4.830749394
702,Gas,3.12761049
703,Gas,5.573437398
704,Gas,13.191952428
705,Gas,16.319562918
706,Gas,15.637870374
707,Gas,5.573437398
708,Gas,15.637870374
709,Gas,14.95617783
710,Gas,14.95617783
711,Gas,9.382740432
712,Gas,4.490995578
713,Gas,3.12761049
714,Gas,13.784518770000002
715,Gas,26.642270699999997
716,Gas,26.642270699999997
717,Gas,25.480898934000002
718,Gas,11.818280046
719,Gas,5.32845414
726,Gas,2.83537851
727,Gas,5.281296456
728,Gas,11.731247718
729,Gas,14.566626228
730,Gas,14.177074626000001
731,Gas,5.281296456
732,Gas,14.177074626000001
733,Gas,13.787614062000001
734,Gas,13.787614062000001
735,Gas,8.506226568
736,Gas,3.614481714
737,Gas,2.83537851
738,Gas,12.496877298000001
739,Gas,24.153564894
740,Gas,24.153564894
741,Gas,23.489988911999998
742,Gas,10.32507477
743,Gas,4.830749394
750,Gas,3.12761049
751,Gas,5.573437398
752,Gas,13.191952428
753,Gas,16.319562918
754,Gas,15.637870374
755,Gas,5.573437398
756,Gas,15.637870374
757,Gas,14.95617783
758,Gas,14.95617783
759,Gas,9.382740432
760,Gas,4.490995578
761,Gas,3.12761049
762,Gas,13.784518770000002
763,Gas,26.642270699999997
764,Gas,26.642270699999997
765,Gas,25.480898934000002
766,Gas,11.818280046
767,Gas,5.32845414
774,Gas,2.83537851
775,Gas,5.281296456
776,Gas,11.731247718
777,Gas,14.566626228
778,Gas,14.177074626000001
779,Gas,5.281296456
780,Gas,14.177074626000001
781,Gas,13.787614062000001
782,Gas,13.787614062000001
783,Gas,8.506226568
784,Gas,3.614481714
785,Gas,2.83537851
786,Gas,12.496877298000001
787,Gas,24.153564894
788,Gas,24.153564894
789,Gas,23.489988911999998
790,Gas,10.32507477
791,Gas,4.830749394
798,Gas,3.12761049
799,Gas,5.573437398
800,Gas,13.191952428
