Hour,Fuel,Value
152,Mobility,-0.0
152,Cooking,-0.0
152,Diesel,-999991.96146
152,FireWood,-999832.23214234
152,Gas,-999985.3443
153,Power,-12.250550000000004
153,Heat,-0.0
153,Mobility,-0.0
153,Cooking,-0.0
153,Diesel,-999997.82691
153,FireWood,-999833.14996214
153,Gas,-999982.61316
154,Power,-0.0
154,Heat,-0.0
154,Mobility,-0.0
154,Cooking,-0.0
154,Diesel,-999995.48073
154,FireWood,-999829.93759284
154,Gas,-999983.52354
155,Power,-10.412599999999998
155,Heat,-0.0
155,Mobility,-0.0
155,Cooking,-0.0
155,Diesel,-999991.96146
155,FireWood,-999891.79864736
155,Gas,-999993.53772
156,Power,-16.16055
156,Heat,-0.0
156,Mobility,-0.0
156,Cooking,-0.0
156,Diesel,-999995.48073
156,FireWood,-999893.450723
156,Gas,-999983.52354
157,Power,-19.16179591836724
157,Heat,-0.0
157,Mobility,-0.0
157,Cooking,-0.0
157,Diesel,-999993.13455
157,FireWood,-999897.85625804
157,Gas,-999983.52354
158,Power,-15.5186
158,Heat,-0.0
158,Mobility,-0.0
158,Cooking,-0.0
158,Diesel,-999997.82691
158,FireWood,-999898.22338596
158,Gas,-999983.52354
159,Power,-14.198549999999997
159,Heat,-0.0
159,Mobility,-0.0
159,Cooking,-0.0
159,Diesel,-999999.0
159,FireWood,-999891.06439152
159,Gas,-999989.8962
160,Power,-0.0
160,Heat,-0.0
160,Mobility,-0.0
160,Cooking,-0.0
160,Diesel,-999993.13455
