Hour,Technology,Value
233,WindOnshore,0.0
233,HydroPower,0.6305
233,DieselGenerator,0.0
234,SolarPV,0.0
234,WindOnshore,0.0
234,HydroPower,0.637
234,DieselGenerator,0.0
235,SolarPV,0.0
235,WindOnshore,0.0
235,HydroPower,0.6174999999999999
235,DieselGenerator,0.0
236,SolarPV,0.0
236,WindOnshore,0.0
236,HydroPower,0.598
236,DieselGenerator,0.0
237,SolarPV,0.0
237,WindOnshore,0.0
237,HydroPower,0.585
237,DieselGenerator,0.0
238,SolarPV,0.0
238,WindOnshore,0.0
238,HydroPower,0.5589999999999999
238,DieselGenerator,0.0
239,SolarPV,0.0
239,WindOnshore,0.0
239,HydroPower,0.5265
239,DieselGenerator,0.0
240,SolarPV,0.0
240,WindOnshore,0.0
240,HydroPower,0.507
240,DieselGenerator,0.0
241,SolarPV,0.0
241,WindOnshore,0.0
241,HydroPower,0.5005
241,DieselGenerator,0.0
242,SolarPV,0.0
242,WindOnshore,0.0
242,HydroPower,0.494
242,DieselGenerator,0.0
243,SolarPV,0.0
243,WindOnshore,0.0
243,HydroPower,0.494
243,DieselGenerator,0.0
244,SolarPV,0.0
244,WindOnshore,0.0
244,HydroPower,0.494
244,DieselGenerator,0.0
245,SolarPV,0.0
245,WindOnshore,0.0
245,HydroPower,0.494
245,DieselGenerator,0.0
246,SolarPV,0.0
246,WindOnshore,0.0
246,HydroPower,0.5135
246,DieselGenerator,0.0
247,SolarPV,0.0
247,WindOnshore,0.0
247,HydroPower,0.5459999999999999
247,DieselGenerator,0.0
248,SolarPV,0.0
248,WindOnshore,0.0
248,HydroPower,0.5785
248,DieselGenerator,0.0
249,SolarPV,0.0
249,WindOnshore,0.0
249,HydroPower,0.5785
249,DieselGenerator,0.0
250,SolarPV,0.0
250,WindOnshore,0.0
250,HydroPower,0.6044999999999999
250,DieselGenerator,0.0
251,SolarPV,0.0
251,WindOnshore,0.0
251,HydroPower,0.585
251,DieselGenerator,0.0
252,SolarPV,0.0
252,WindOnshore,0.0
252,HydroPower,0.6174999999999999
252,DieselGenerator,0.0
253,SolarPV,0.0
253,WindOnshore,0.0
253,HydroPower,0.598
253,DieselGenerator,0.0
254,SolarPV,0.0
254,WindOnshore,0.0
254,HydroPower,0.5915
254,DieselGenerator,0.0
255,SolarPV,0.0
255,WindOnshore,0.0
255,HydroPower,0.611
255,DieselGenerator,0.0
256,SolarPV,0.0
256,WindOnshore,0.0
256,HydroPower,0.611
256,DieselGenerator,0.0
257,SolarPV,0.0
257,WindOnshore,0.0
257,HydroPower,0.611
257,DieselGenerator,0.0
258,SolarPV,0.0
258,WindOnshore,0.0
258,HydroPower,0.6174999999999999
258,DieselGenerator,0.0
259,SolarPV,0.0
259,WindOnshore,0.0
259,HydroPower,0.6174999999999999
259,DieselGenerator,0.0
260,SolarPV,0.0
260,WindOnshore,0.0
260,HydroPower,0.6044999999999999
260,DieselGenerator,0.0
261,SolarPV,0.0
261,WindOnshore,0.0
261,HydroPower,0.5915
261,DieselGenerator,0.0
262,SolarPV,0.0
262,WindOnshore,0.0
262,HydroPower,0.5589999999999999
262,DieselGenerator,0.0
263,SolarPV,0.0
263,WindOnshore,0.0
263,HydroPower,0.533
263,DieselGenerator,0.0
264,SolarPV,0.0
264,WindOnshore,0.0
264,HydroPower,0.5135
